FarmerID,Region,Crop,FarmSizeAcres,PlantingDate,HarvestDate,ProductionKg,FertilizerKg,RainfallMM,Irrigation,MarketPrice,Gender,Age
1370,Western,Beans,9.45,2025-04-08,2025-08-29,7967.3,144.0,426.9,Sprinkler,112.85,Male,32
1371,Central,Wheat,7.47,2025-02-06,2025-04-27,2167.6,98.5,291.3,Rain-fed,31.96,Male,63
1372,Western,Maize,18.1,2025-05-14,2025-11-01,10508.4,199.5,692.6,Drip,72.51,Male,50
1373,Central,Wheat,10.28,2025-03-16,2025-07-02,10731.2,159.3,628.4,Sprinkler,92.1,Male,74
1374,Central,Rice,16.63,2025-04-10,2025-07-20,11670.7,129.4,615.1,Flood,115.18,Male,65
1375,Nyanza,Maize,8.45,2025-04-03,2025-07-25,5279.6,484.5,854.9,Rain-fed,110.76,Male,45
1376,Central,Maize,11.64,2025-03-25,2025-06-22,4195.1,318.8,481.3,Flood,91.52,Male,79
1377,Rift Valley,Wheat,12.52,2025-02-18,2025-07-22,1049.9,415.4,1001.2,Flood,79.14,Male,33
1378,Rift Valley,Rice,7.91,2025-03-30,2025-08-11,3048.8,49.2,613.9,Sprinkler,55.67,Male,36
1379,Nyanza,Wheat,11.7,2025-04-11,2025-09-23,6770.8,32.9,832.6,Drip,70.39,Female,50
1380,Eastern,Potatoes,12.87,2025-05-12,2025-09-19,6014.2,455.9,629.8,Rain-fed,88.63,Female,27
1381,Eastern,Maize,18.32,2025-02-04,2025-07-27,5519.9,40.8,469.7,Rain-fed,57.28,Male,77
1382,Nyanza,Maize,17.67,2025-06-05,2025-10-10,8778.3,486.4,786.9,Sprinkler,99.52,Male,53
1383,Eastern,Potatoes,18.76,2025-01-01,2025-05-05,8986.5,175.0,1129.7,Flood,115.86,Female,69
1384,Western,Beans,17.73,2025-02-11,2025-07-22,9802.5,117.3,575.6,Flood,48.52,Female,45
1385,Rift Valley,Maize,8.51,2025-03-23,2025-09-14,521.2,482.9,862.3,Rain-fed,105.91,Male,78
1386,Central,Potatoes,14.13,2025-04-21,2025-10-09,6845.1,249.9,755.3,Rain-fed,99.01,Male,68
1387,Rift Valley,Rice,16.63,2025-05-20,2025-10-01,7275.5,160.1,521.2,Flood,115.01,Female,29
1388,Western,Beans,11.91,2025-05-01,2025-08-16,7845.2,398.0,383.3,Flood,43.65,Female,43
1389,Nyanza,Rice,7.67,2025-04-16,2025-09-16,842.9,199.1,715.4,Flood,64.47,Female,47
1390,Western,Potatoes,8.52,2025-01-11,2025-03-31,7575.7,282.0,877.7,Rain-fed,58.19,Male,51
1391,Nyanza,Rice,12.92,2025-06-24,2025-08-23,9235.9,75.1,476.3,Rain-fed,30.49,Male,52
1392,Central,Beans,11.31,2025-06-19,2025-10-30,7994.0,410.9,823.1,Sprinkler,94.04,Male,50
1393,Western,Maize,5.62,2025-04-10,2025-06-09,5980.3,268.1,849.5,Drip,94.63,Female,21
1394,Western,Potatoes,1.56,2025-01-03,2025-03-25,626.0,353.9,649.2,Sprinkler,115.72,Female,54
1395,Eastern,Beans,9.85,2025-01-22,2025-04-14,6308.3,97.5,169.1,Drip,85.63,Male,23
1396,Central,Maize,8.62,2025-02-18,2025-05-03,1091.8,395.5,477.9,Rain-fed,73.45,Male,50
1397,Central,Maize,13.16,2025-03-04,2025-05-18,7357.8,36.5,1179.7,Drip,105.11,Male,76
1398,Central,Maize,13.78,2025-02-04,2025-06-07,8035.7,319.8,358.5,Drip,106.52,Male,79
1399,Nyanza,Maize,15.87,2025-01-05,2025-06-20,2729.6,241.3,104.7,Flood,25.53,Female,68
1400,Western,Wheat,8.88,2025-02-09,2025-04-30,5792.2,351.5,674.5,Rain-fed,44.41,Female,66
1401,Eastern,Maize,13.23,2025-02-08,2025-06-22,5278.4,485.3,657.5,Rain-fed,114.16,Female,36
1402,Nyanza,Wheat,15.18,2025-01-15,2025-06-19,1605.1,293.1,352.2,Flood,23.65,Male,29
1403,Eastern,Wheat,2.06,2025-01-29,2025-04-04,4363.2,266.6,124.3,Drip,98.57,Female,21
1404,Eastern,Maize,13.21,2025-06-08,2025-11-22,6431.9,74.4,1064.3,Drip,45.94,Female,28
1405,Western,Rice,14.57,2025-02-23,2025-07-18,3950.4,158.6,139.1,Rain-fed,106.16,Female,74
1406,Rift Valley,Rice,3.47,2025-06-30,2025-09-29,714.3,123.5,502.7,Sprinkler,91.14,Male,50
1407,Central,Maize,18.39,2025-02-11,2025-06-23,9643.1,415.4,1084.5,Flood,66.44,Female,56
1408,Central,Wheat,18.98,2025-01-21,2025-06-25,1563.8,60.3,1017.1,Rain-fed,76.5,Male,40
1409,Rift Valley,Maize,16.68,2025-03-10,2025-08-29,2312.0,220.3,532.3,Drip,33.97,Female,34
1410,Eastern,Rice,16.64,2025-04-04,2025-06-10,3033.2,482.5,1018.0,Flood,29.52,Male,47
1411,Rift Valley,Rice,13.11,2025-01-27,2025-07-02,9888.9,283.3,405.4,Rain-fed,100.99,Male,80
1412,Nyanza,Maize,10.01,2025-04-07,2025-06-08,5907.1,433.3,761.1,Sprinkler,55.47,Male,49
1413,Nyanza,Beans,1.11,2025-01-17,2025-06-10,9097.7,344.3,566.4,Sprinkler,38.02,Male,27
1414,Eastern,Rice,11.85,2025-02-18,2025-07-06,7461.8,401.0,384.7,Drip,65.42,Male,47
1415,Rift Valley,Wheat,11.37,2025-05-16,2025-08-08,11704.3,324.6,881.0,Sprinkler,25.81,Female,54
1416,Eastern,Potatoes,16.14,2025-03-11,2025-08-25,7077.0,173.1,400.0,Sprinkler,82.08,Female,32
1417,Nyanza,Beans,11.55,2025-02-17,2025-06-17,6404.1,487.9,1034.1,Sprinkler,41.86,Female,61
1418,Rift Valley,Potatoes,1.14,2025-03-16,2025-06-23,11125.4,311.2,1136.3,Flood,29.55,Male,49
1419,Rift Valley,Wheat,13.48,2025-01-29,2025-05-07,2662.1,37.4,1064.9,Rain-fed,88.38,Male,41
1420,Western,Rice,4.04,2025-02-15,2025-06-15,10763.9,223.9,186.2,Sprinkler,60.04,Male,28
1421,Eastern,Maize,1.07,2025-05-31,2025-10-05,7008.2,428.1,845.9,Sprinkler,92.46,Female,27
1422,Central,Potatoes,12.3,2025-06-14,2025-11-24,8199.9,54.0,331.8,Sprinkler,27.88,Female,33
1423,Rift Valley,Rice,3.45,2025-03-13,2025-08-19,8602.1,340.7,231.4,Rain-fed,119.0,Male,20
1424,Western,Rice,9.37,2025-03-03,2025-07-21,11383.4,341.5,163.3,Rain-fed,97.91,Male,69
1425,Central,Wheat,11.09,2025-01-07,2025-04-22,3183.2,289.6,346.8,Drip,34.63,Female,25
1426,Western,Rice,14.95,2025-04-10,2025-06-23,8800.4,281.8,841.9,Flood,80.8,Female,67
1427,Central,Wheat,1.47,2025-02-10,2025-07-31,2387.1,245.9,867.8,Flood,81.53,Male,25
1428,Nyanza,Potatoes,14.36,2025-03-20,2025-06-14,1390.0,127.8,705.5,Flood,119.69,Male,70
1429,Nyanza,Potatoes,12.03,2025-03-24,2025-07-24,4578.6,94.7,851.9,Rain-fed,80.66,Male,63
1430,Western,Wheat,5.86,2025-04-13,2025-08-22,8006.8,306.6,902.4,Rain-fed,84.56,Female,57
1431,Rift Valley,Wheat,12.39,2025-03-27,2025-07-20,7755.0,245.7,305.3,Drip,60.81,Male,67
1432,Rift Valley,Maize,9.28,2025-06-17,2025-08-25,9330.0,299.3,401.5,Rain-fed,63.56,Female,53
1433,Eastern,Wheat,9.04,2025-05-20,2025-09-12,1095.5,256.0,456.4,Drip,41.29,Female,58
1434,Rift Valley,Rice,7.21,2025-05-14,2025-09-25,8059.1,470.3,1039.8,Sprinkler,92.39,Male,70
1435,Western,Wheat,4.76,2025-06-26,2025-10-11,4634.2,217.2,536.8,Drip,98.36,Female,58
1436,Rift Valley,Potatoes,15.53,2025-03-10,2025-08-18,3812.1,63.6,290.5,Rain-fed,50.19,Male,20
1437,Western,Rice,5.75,2025-03-02,2025-05-10,7915.1,389.8,397.4,Flood,81.0,Female,55
1438,Central,Rice,17.98,2025-02-17,2025-06-06,11021.4,479.5,925.2,Drip,72.13,Male,41
1439,Central,Maize,19.73,2025-03-10,2025-06-29,8403.5,328.4,127.1,Drip,56.23,Male,68
1440,Nyanza,Potatoes,3.99,2025-03-17,2025-06-25,5761.5,350.7,469.5,Flood,86.7,Male,40
1441,Nyanza,Beans,2.47,2025-04-16,2025-10-12,11238.1,359.0,377.8,Rain-fed,59.15,Male,59
1442,Nyanza,Wheat,12.66,2025-05-01,2025-08-27,10828.4,23.5,415.5,Sprinkler,112.71,Male,68
1443,Rift Valley,Potatoes,16.82,2025-03-09,2025-05-26,8237.1,287.6,747.2,Rain-fed,57.4,Male,24
1444,Nyanza,Beans,10.84,2025-06-15,2025-10-02,9506.1,288.4,537.0,Rain-fed,44.96,Male,72
1445,Eastern,Maize,11.22,2025-02-22,2025-05-21,6234.8,214.6,464.4,Drip,82.83,Male,29
1446,Nyanza,Beans,9.82,2025-03-02,2025-07-06,1244.2,447.1,953.9,Sprinkler,84.21,Male,58
1447,Nyanza,Beans,2.21,2025-03-02,2025-05-31,9336.8,343.9,894.9,Drip,86.96,Female,24
1448,Nyanza,Maize,16.07,2025-01-11,2025-05-07,2313.6,127.0,931.0,Flood,34.51,Male,24
1449,Rift Valley,Potatoes,12.01,2025-04-14,2025-07-11,3203.2,39.7,592.0,Flood,83.21,Female,80
1450,Eastern,Wheat,16.02,2025-04-07,2025-08-16,3267.3,435.9,939.9,Flood,24.13,Female,63
1451,Rift Valley,Wheat,10.53,2025-05-27,2025-07-26,8460.7,311.6,615.4,Drip,114.77,Female,62
1452,Nyanza,Potatoes,17.91,2025-01-21,2025-04-30,7376.5,488.0,561.7,Rain-fed,113.86,Male,21
1453,Nyanza,Wheat,11.85,2025-05-22,2025-11-04,4751.4,256.1,1155.5,Sprinkler,50.03,Female,64
1454,Central,Rice,3.6,2025-04-22,2025-07-22,2243.3,134.7,879.5,Flood,83.08,Male,24
1455,Eastern,Wheat,8.96,2025-05-08,2025-10-04,7010.7,480.5,690.5,Rain-fed,75.22,Male,55
1456,Eastern,Beans,19.58,2025-02-25,2025-06-05,6988.2,221.0,949.0,Flood,29.15,Male,39
1457,Central,Potatoes,9.41,2025-01-07,2025-04-04,2405.4,349.0,515.6,Sprinkler,50.35,Male,37
1458,Nyanza,Potatoes,11.27,2025-02-13,2025-05-07,8269.9,158.0,244.5,Rain-fed,70.46,Male,55
1459,Rift Valley,Potatoes,15.08,2025-03-11,2025-07-29,985.6,120.6,1077.0,Drip,33.96,Female,29
1460,Rift Valley,Rice,19.42,2025-04-18,2025-08-25,1212.4,321.8,162.9,Sprinkler,109.37,Male,74
1461,Western,Wheat,5.1,2025-06-25,2025-12-01,2991.1,438.4,745.7,Flood,70.47,Female,77
1462,Eastern,Rice,3.87,2025-01-31,2025-04-05,1014.6,393.3,1123.0,Sprinkler,59.04,Female,75
1463,Western,Maize,16.7,2025-06-06,2025-08-12,9780.3,210.3,1184.7,Flood,73.41,Female,76
1464,Nyanza,Beans,13.94,2025-02-13,2025-05-04,8413.6,144.5,1155.4,Flood,32.79,Male,43
1465,Eastern,Beans,16.9,2025-03-27,2025-05-27,2366.9,159.0,366.7,Flood,67.96,Female,21
1466,Western,Potatoes,7.64,2025-02-22,2025-08-07,3489.3,260.0,506.4,Rain-fed,85.25,Female,23
1467,Western,Wheat,6.93,2025-03-21,2025-08-25,4055.5,288.1,522.6,Flood,48.42,Male,60
1468,Nyanza,Rice,19.04,2025-01-02,2025-06-10,8758.1,310.8,269.5,Sprinkler,30.92,Male,67
1469,Rift Valley,Potatoes,19.51,2025-01-23,2025-04-13,10635.8,59.1,957.4,Sprinkler,49.83,Female,55
1470,Eastern,Maize,11.4,2025-04-30,2025-09-04,11804.8,84.1,614.7,Rain-fed,75.42,Female,43
1471,Nyanza,Beans,14.58,2025-04-29,2025-09-28,8019.7,418.7,1110.7,Flood,46.89,Male,42
1472,Western,Beans,4.76,2025-04-30,2025-09-22,641.6,406.4,488.2,Flood,84.53,Male,26
1473,Western,Potatoes,1.17,2025-06-01,2025-11-25,9810.8,448.0,650.4,Drip,115.73,Female,56
1474,Eastern,Beans,19.92,2025-03-20,2025-05-26,1709.1,93.9,1133.4,Flood,71.47,Male,78
1475,Nyanza,Maize,8.92,2025-03-24,2025-05-23,7164.4,302.3,387.6,Drip,114.22,Male,38
1476,Western,Maize,9.34,2025-05-14,2025-09-09,9063.0,323.9,1144.4,Rain-fed,113.07,Male,59
1477,Eastern,Rice,4.94,2025-02-28,2025-07-10,10049.3,30.0,974.7,Sprinkler,87.53,Male,20
1478,Central,Wheat,7.23,2025-03-24,2025-08-04,9922.2,115.4,275.7,Flood,98.29,Female,74
1479,Central,Maize,13.24,2025-05-22,2025-10-29,2827.4,212.6,734.5,Flood,47.17,Female,68
1480,Central,Maize,3.58,2025-02-26,2025-08-06,11047.0,163.7,1192.5,Sprinkler,57.31,Male,77
1481,Eastern,Potatoes,14.44,2025-03-16,2025-07-07,7345.5,104.4,333.0,Rain-fed,38.58,Male,77
1482,Western,Beans,9.19,2025-04-02,2025-09-21,7796.7,279.0,654.4,Drip,26.95,Male,30
1483,Central,Potatoes,18.64,2025-04-20,2025-10-16,9485.5,171.3,163.2,Drip,63.8,Male,59
1484,Rift Valley,Rice,11.17,2025-01-05,2025-04-14,4200.7,492.6,234.5,Drip,81.85,Male,50
1485,Central,Rice,19.42,2025-02-09,2025-05-06,6731.9,229.3,564.2,Rain-fed,57.12,Female,56
1486,Eastern,Wheat,19.89,2025-01-01,2025-03-18,3878.9,322.2,169.0,Rain-fed,81.09,Male,75
1487,Central,Potatoes,18.63,2025-06-17,2025-09-05,2578.7,343.9,726.0,Drip,75.36,Female,70
1488,Nyanza,Rice,1.71,2025-01-23,2025-07-05,6832.0,369.0,335.1,Drip,98.54,Male,38
1489,Nyanza,Wheat,11.97,2025-03-31,2025-06-27,9526.7,105.5,366.8,Sprinkler,74.11,Male,26
1490,Nyanza,Beans,4.71,2025-02-06,2025-07-24,2485.1,471.9,801.8,Flood,55.83,Female,42
1491,Rift Valley,Beans,4.61,2025-04-08,2025-09-27,8620.0,310.8,108.1,Rain-fed,59.12,Female,48
1492,Western,Potatoes,19.41,2025-06-26,2025-10-13,6533.0,497.1,1175.8,Rain-fed,39.69,Female,43
1493,Nyanza,maiz,10.9,2025-01-20,2025-04-03,2569.9,433.3,747.9,Rain-fed,82.52,Male,57
1494,Central,Beans,9.95,2025-03-11,2025-05-11,6756.9,241.5,915.8,Rain-fed,74.19,Female,38
1495,Eastern,Rice,9.37,2025-02-28,2025-05-16,7146.8,250.4,1100.9,Drip,36.77,Male,73
1496,Nyanza,Beans,4.68,2025-06-20,2025-09-25,8244.0,47.3,755.9,Drip,89.8,Female,52
1497,Rift Valley,Rice,10.72,2025-05-25,2025-08-20,2577.2,120.5,1084.7,Drip,30.45,Female,65
1498,Nyanza,Potatoes,2.36,2025-03-14,2025-07-14,2866.9,214.9,454.9,Flood,20.93,Female,77
1499,Eastern,Potatoes,9.46,2025-06-23,2025-12-20,5713.5,272.7,278.6,Flood,96.59,Male,26
1500,Eastern,Maize,10.29,2025-04-02,2025-08-18,7261.4,430.7,1024.9,Drip,54.63,Male,72
1501,Eastern,Beans,19.03,2025-06-29,2025-12-09,511.3,271.8,615.4,Sprinkler,57.29,Female,66
1502,Nyanza,Potatoes,16.09,2025-01-08,2025-04-12,5687.6,165.6,783.3,Drip,36.77,Male,76
1503,Rift Valley,Wheat,13.51,2025-01-13,2025-05-07,1381.9,104.6,555.6,Flood,60.13,Male,40
1504,Nyanza,Potatoes,5.59,2025-04-11,2025-07-18,10450.3,132.7,757.8,Drip,28.38,Female,54
1505,Central,Maize,11.95,2025-05-06,2025-08-02,7410.9,356.7,834.7,Rain-fed,112.02,Female,64
1506,Western,Wheat,13.09,2025-04-26,2025-10-17,5128.6,208.6,316.0,Flood,107.65,Male,47
1507,Nyanza,Rice,5.42,2025-01-04,2025-03-22,3624.9,349.4,312.5,Flood,72.12,Male,63
1508,Western,Beans,10.44,2025-05-30,2025-10-12,6357.2,160.0,1063.1,Rain-fed,66.59,Female,28
1509,Eastern,Maize,5.08,2025-06-23,2025-10-24,7748.8,224.9,578.0,Flood,71.8,Female,25
1510,Nyanza,Maize,11.23,2025-04-13,2025-07-31,5083.5,179.6,429.7,Rain-fed,40.22,Male,24
1511,Eastern,Potatoes,6.68,2025-01-10,2025-03-28,3934.5,410.9,754.4,Sprinkler,46.69,Male,25
1512,Nyanza,Beans,13.87,2025-03-26,2025-07-03,10221.8,394.1,416.9,Flood,104.37,Female,35
1513,Nyanza,Wheat,19.16,2025-06-06,2025-10-19,9411.3,74.2,536.3,Flood,77.43,Female,71
1514,Eastern,Beans,11.83,2025-04-14,2025-07-14,2263.1,78.5,1115.8,Flood,22.69,Female,74
1515,Western,Maize,3.77,2025-03-01,2025-06-25,5198.4,258.0,276.9,Flood,70.83,Female,37
1516,Eastern,Rice,1.97,2025-05-29,2025-10-13,9040.2,148.7,192.7,Rain-fed,79.77,Female,20
1517,Western,Rice,16.67,2025-03-23,2025-08-13,7167.5,39.3,743.5,Drip,62.83,Male,56
1518,Central,Potatoes,15.39,2025-03-19,2025-05-27,7157.4,108.4,674.9,Sprinkler,99.52,Male,46
1519,Central,Rice,18.66,2025-04-29,2025-09-02,10270.6,284.0,1124.9,Drip,68.24,Female,51
1520,Nyanza,Rice,8.75,2025-03-17,2025-06-29,7294.6,374.5,1060.5,Rain-fed,72.0,Male,28
1521,Eastern,maiz,12.79,2025-02-02,2025-04-26,2569.3,166.9,402.9,Flood,68.58,Female,21
1522,Eastern,Potatoes,1.65,2025-01-30,2025-04-18,11527.6,416.9,582.5,Drip,20.51,Female,74
1523,Western,Wheat,16.12,2025-06-25,2025-09-05,3488.4,137.7,979.5,Drip,24.48,Female,42
1524,Western,Beans,16.76,2025-01-18,2025-05-29,3969.4,73.7,634.2,Rain-fed,39.75,Male,60
1525,Eastern,Beans,11.34,2025-06-16,2025-12-12,3108.8,166.6,610.3,Flood,69.12,Female,48
1526,Nyanza,Beans,16.69,2025-04-04,2025-06-03,7319.1,144.4,971.6,Drip,102.36,Female,70
1527,Western,Beans,3.69,2025-04-26,2025-07-29,1319.9,282.6,1018.1,Sprinkler,74.32,Male,37
1528,Rift Valley,Potatoes,17.06,2025-04-14,2025-07-29,1825.4,276.1,1028.0,Sprinkler,49.96,Female,74
1529,Eastern,Beans,17.42,2025-01-06,2025-05-15,9080.3,218.2,795.7,Drip,91.05,Male,59
1530,Eastern,Potatoes,18.15,2025-06-27,2025-10-14,2412.5,323.3,128.9,Flood,71.22,Female,42
1531,Rift Valley,Wheat,13.62,2025-01-31,2025-05-06,4344.0,174.7,521.2,Flood,50.0,Female,57
1532,Central,Maize,10.11,2025-02-03,2025-05-06,676.2,490.9,384.2,Flood,37.49,Female,36
1533,Western,Maize,5.5,2025-03-30,2025-07-06,5623.5,309.1,328.8,Drip,66.11,Male,27
1534,Central,Potatoes,18.76,2025-05-23,2025-10-22,5972.4,305.0,381.1,Drip,85.46,Female,61
1535,Rift Valley,Potatoes,3.89,2025-01-10,2025-04-26,10418.3,376.6,688.7,Flood,64.51,Female,36
1536,Nyanza,Beans,5.8,2025-03-06,2025-07-15,11794.9,106.9,575.2,Drip,96.51,Male,77
1537,Eastern,Maize,4.65,2025-01-02,2025-04-13,9132.1,428.3,1179.7,Sprinkler,25.98,Female,26
1538,Eastern,Rice,9.28,2025-04-12,2025-10-05,10351.0,267.4,1038.2,Drip,39.34,Female,80
1539,Western,Maize,7.48,2025-02-13,2025-07-13,2469.0,354.0,724.6,Rain-fed,50.34,Male,55
1540,Nyanza,Potatoes,18.68,2025-06-12,2025-09-21,9459.1,321.0,197.0,Sprinkler,50.92,Male,46
1541,Eastern,Beans,17.0,2025-03-18,2025-05-19,592.6,347.4,436.5,Sprinkler,74.12,Female,69
1542,Nyanza,Potatoes,4.98,2025-01-25,2025-05-06,800.6,499.3,1037.9,Drip,56.22,Male,32
1543,Central,Wheat,6.72,2025-02-15,2025-05-04,3206.8,304.3,829.3,Drip,52.92,Male,42
1544,Nyanza,Rice,13.78,2025-05-02,2025-10-18,1790.3,274.4,352.5,Drip,72.95,Male,66
1545,Rift Valley,Wheat,9.82,2025-04-10,2025-09-19,8822.4,141.2,744.9,Flood,68.95,Male,78
1546,Eastern,Rice,16.08,2025-05-02,2025-08-04,8037.4,22.3,418.2,Flood,91.69,Female,29
1547,Rift Valley,Maize,7.98,2025-01-04,2025-03-23,8234.5,436.4,1124.9,Flood,78.84,Female,56
1548,Rift Valley,Potatoes,3.37,2025-02-02,2025-07-10,504.9,232.7,1105.6,Rain-fed,59.33,Female,41
1549,Western,Wheat,3.68,2025-01-18,2025-07-03,1155.8,246.6,597.4,Rain-fed,28.14,Male,37
1550,Central,Potatoes,8.88,2025-04-29,2025-09-05,2231.0,451.6,962.4,Rain-fed,56.43,Female,60
1551,Eastern,Potatoes,18.78,2025-02-01,2025-06-08,2831.9,65.2,863.3,Flood,60.32,Female,25
1552,Eastern,Wheat,17.07,2025-01-22,2025-06-18,2880.5,396.6,173.4,Drip,100.83,Male,25
1553,Central,Beans,18.62,2025-02-09,2025-04-29,4610.8,376.2,215.1,Drip,72.59,Female,59
1554,Eastern,maiz,4.52,2025-03-30,2025-08-14,5718.6,459.5,1023.5,Sprinkler,72.42,Female,77
1555,Nyanza,Rice,14.98,2025-03-10,2025-07-31,7632.9,193.4,413.0,Rain-fed,62.54,Male,76
1556,Central,Potatoes,1.06,2025-05-14,2025-09-29,1814.3,235.8,560.2,Flood,53.11,Female,61
1557,Nyanza,Rice,5.0,2025-03-12,2025-09-07,4436.9,210.6,626.7,Flood,81.59,Male,32
1558,Central,Wheat,11.76,2025-05-30,2025-10-08,788.8,127.1,930.4,Sprinkler,92.78,Female,27
1559,Rift Valley,Maize,12.14,2025-03-06,2025-08-03,3531.3,253.5,668.9,Rain-fed,99.72,Female,45
1560,Rift Valley,Maize,5.83,2025-02-28,2025-07-27,11770.8,409.1,252.9,Rain-fed,28.88,Female,21
1561,Rift Valley,Rice,14.16,2025-02-17,2025-07-21,3672.8,37.1,917.6,Rain-fed,50.81,Male,73
1562,Rift Valley,Potatoes,8.41,2025-06-02,2025-11-07,11043.7,167.9,1021.5,Rain-fed,90.19,Female,43
1563,Nyanza,Potatoes,17.8,2025-01-04,2025-06-22,10489.1,297.9,172.2,Rain-fed,80.38,Female,54
1564,Nyanza,Rice,5.91,2025-03-16,2025-07-24,7983.2,134.4,171.2,Sprinkler,64.61,Male,68
1565,Eastern,Potatoes,9.78,2025-06-21,2025-10-16,5734.2,331.5,1169.1,Sprinkler,115.88,Male,39
1566,Western,Wheat,1.29,2025-02-21,2025-06-12,3672.4,139.6,741.3,Flood,113.47,Male,31
1567,Western,Potatoes,15.33,2025-03-13,2025-05-25,7502.1,405.9,740.7,Drip,58.67,Male,56
1568,Nyanza,Maize,2.45,2025-03-24,2025-08-03,10854.5,260.9,846.8,Rain-fed,49.44,Male,70
1569,Eastern,Potatoes,10.85,2025-05-17,2025-10-15,1399.8,497.7,798.0,Drip,71.08,Female,63
1570,Nyanza,Maize,18.83,2025-01-11,2025-06-27,809.3,21.0,775.7,Rain-fed,113.37,Male,39
1571,Central,Potatoes,9.06,2025-06-21,2025-09-25,6173.3,88.5,1015.9,Sprinkler,70.45,Female,78
1572,Nyanza,Rice,9.85,2025-06-20,2025-09-30,4807.7,229.9,556.4,Drip,87.02,Male,22
1573,Nyanza,Potatoes,14.94,2025-02-11,2025-07-15,10107.4,65.9,285.4,Rain-fed,48.45,Female,54
1574,Western,Beans,2.61,2025-04-18,2025-08-05,10385.8,150.1,469.9,Flood,31.91,Male,40
1575,Nyanza,Wheat,13.48,2025-01-04,2025-06-02,6887.5,407.9,441.3,Sprinkler,25.38,Female,33
1576,Eastern,Beans,17.96,2025-04-05,2025-06-17,6407.3,336.4,934.7,Sprinkler,92.45,Female,49
1577,Central,Beans,1.65,2025-05-11,2025-10-30,2280.2,208.5,773.1,Sprinkler,73.64,Female,46
1578,Rift Valley,Rice,5.61,2025-03-08,2025-05-21,10853.0,316.5,961.1,Drip,68.59,Male,67
1579,Nyanza,Rice,2.29,2025-05-21,2025-09-29,10307.9,305.3,432.6,Drip,31.76,Male,50
1580,Rift Valley,Rice,17.55,2025-03-27,2025-08-08,11721.9,397.5,489.6,Drip,87.17,Female,32
1581,Eastern,Maize,13.6,2025-05-24,2025-08-05,9787.2,192.9,176.2,Flood,62.83,Male,68
1582,Western,Rice,11.44,2025-06-08,2025-10-14,5816.6,237.4,1199.4,Flood,25.81,Male,61
1583,Western,Potatoes,1.24,2025-03-29,2025-08-17,3799.6,146.4,667.8,Sprinkler,97.3,Female,36
1584,Eastern,Rice,13.53,2025-04-11,2025-06-15,776.9,234.4,593.6,Sprinkler,106.12,Female,39
1585,Nyanza,Maize,1.24,2025-03-08,2025-05-30,2641.1,162.7,953.2,Rain-fed,21.49,Female,52
1586,Eastern,Wheat,9.92,2025-02-11,2025-05-22,11322.1,263.0,1033.4,Drip,55.95,Female,43
1587,Western,Wheat,1.3,2025-04-02,2025-09-26,5721.7,143.6,1049.0,Flood,37.75,Male,25
1588,Nyanza,Potatoes,6.12,2025-04-13,2025-08-05,4066.2,235.4,911.2,Sprinkler,82.72,Female,41
1589,Western,Beans,19.3,2025-03-06,2025-05-25,1058.6,251.3,184.4,Flood,83.63,Male,40
1590,Central,Wheat,19.71,2025-03-31,2025-07-28,1105.0,326.2,381.5,Flood,48.64,Male,36
1591,Eastern,Wheat,12.4,2025-06-04,2025-09-14,7342.7,191.8,1090.9,Drip,89.6,Male,58
1592,Eastern,Rice,1.01,2025-01-28,2025-06-29,2799.3,47.5,230.0,Rain-fed,106.01,Male,80
1593,Eastern,Rice,14.65,2025-01-05,2025-04-30,8223.7,138.4,322.4,Drip,92.33,Female,39
1594,Eastern,Beans,14.43,2025-06-02,2025-11-03,4301.1,396.6,1196.1,Sprinkler,117.18,Male,32
1595,Rift Valley,Beans,9.13,2025-01-17,2025-03-26,8666.7,188.1,582.5,Sprinkler,74.83,Female,38
1596,Eastern,Maize,8.73,2025-02-22,2025-06-29,9280.3,355.7,998.1,Flood,67.99,Female,29
1597,Central,Maize,11.73,2025-03-24,2025-05-23,11283.0,112.4,636.5,Flood,37.42,Female,53
1598,Nyanza,Rice,17.83,2025-04-24,2025-07-27,3890.9,84.6,1184.1,Flood,103.14,Male,27
1599,Rift Valley,Maize,10.29,2025-04-07,2025-08-19,3404.3,436.7,361.2,Drip,106.86,Female,49
1600,Western,Rice,15.68,2025-03-06,2025-06-10,6820.5,281.6,972.0,Rain-fed,84.87,Female,52
1601,Central,Beans,16.61,2025-03-29,2025-08-30,4813.1,362.0,853.6,Flood,51.6,Female,71
1602,Central,Wheat,6.58,2025-04-09,2025-06-13,8253.3,279.3,373.2,Rain-fed,53.32,Female,32
1603,Western,Rice,17.28,2025-01-28,2025-07-21,6713.6,387.3,618.0,Rain-fed,98.79,Male,62
1604,Eastern,Potatoes,12.1,2025-06-03,2025-10-30,2951.4,43.2,671.4,Sprinkler,66.07,Male,80
1605,Nyanza,Potatoes,1.98,2025-04-03,2025-07-14,5139.9,479.8,919.0,Rain-fed,45.76,Female,70
1606,Nyanza,Maize,6.63,2025-06-27,2025-12-09,2081.7,394.0,768.2,Flood,83.21,Male,23
1607,Central,Beans,6.92,2025-02-09,2025-05-18,6470.6,88.4,357.1,Rain-fed,46.8,Male,34
1608,Western,Potatoes,7.67,2025-02-12,2025-07-18,4252.2,103.8,119.9,Rain-fed,62.12,Female,53
