TransactionID,Date,StoreID,Region,ProductID,Category,UnitPrice,Quantity,Discount,Cost,Sales,Profit,CustomerID,Age,Gender,Membership,PaymentMethod,Promotion,Holiday,InventoryLevel,CustomerSatisfaction
4384,2025-01-26,S001,South,P1049,Furniture,157.57,6,20,129.15,756.34,136.42,C25611,51,Female,None,Cash,Loyalty Offer,0,104,4.7
4385,2025-08-21,S011,East,P2617,Clothing,550.53,7,0,414.15,3853.71,954.66,C45451,75,Female,Gold,Mobile Money,Loyalty Offer,0,401,1.7
4386,2024-11-26,S009,East,P9138,Office Supplies,846.06,12,20,650.48,8122.18,1877.57,C49153,51,Male,Platinum,Cash,None,1,328,1.1
4387,2024-07-18,S016,Central,P6920,Furniture,776.66,8,10,465.46,5591.95,2240.64,C82194,69,Male,Platinum,Cash,Weekend Deal,1,273,1.2
4388,2024-10-28,S009,East,P8594,Electronics,355.81,13,15,219.87,3931.7,1502.14,C28286,70,Male,Gold,Card,Loyalty Offer,1,8,2.5
4389,2025-11-16,S014,North,P8107,Furniture,871.29,14,0,645.01,12198.06,3167.92,C20967,20,Male,Silver,Online,Clearance,0,130,2.4
4390,2024-05-28,S011,North,P3071,Office Supplies,778.78,12,0,459.66,9345.36,3829.44,C36964,72,Male,Gold,Cash,Weekend Deal,1,238,3.7
4391,2025-02-06,S006,Central,P1374,Electronics,857.21,2,0,544.33,1714.42,625.76,C84314,26,Female,Silver,Online,None,0,240,3.6
4392,2025-08-30,S016,South,P7568,Groceries,773.13,3,5,546.39,2203.42,646.21,C99976,75,Female,Silver,Online,Weekend Deal,0,15,3.3
4393,2024-02-02,S018,Central,P1414,Furniture,783.3,8,15,430.8,5326.44,2397.0,C14536,38,Male,Platinum,Mobile Money,Loyalty Offer,1,78,2.6
4394,2025-10-28,S017,South,P9774,Groceries,191.82,12,5,154.49,2186.75,425.56,C96926,41,Male,Gold,Cash,Holiday Sale,1,115,4.3
4395,2024-05-09,S018,South,P1202,Clothing,801.73,15,15,405.26,10222.06,5054.99,C26978,46,Male,Platinum,Cash,None,0,320,2.0
4396,2025-08-07,S010,East,P6811,Clothing,372.89,10,10,200.58,3356.01,1550.79,C86956,61,Female,Platinum,Cash,Clearance,0,324,3.8
4397,2025-10-04,S013,East,P8213,Clothing,150.51,12,10,107.32,1625.51,466.45,C31457,35,Male,Gold,Mobile Money,None,1,457,3.8
4398,2024-08-16,S002,South,P4643,Groceries,230.65,8,15,207.21,1568.42,159.39,C14177,31,Male,Silver,Online,Holiday Sale,1,360,1.6
4399,2024-12-10,S007,West,P5086,Electronics,152.66,13,20,123.4,1587.66,304.3,C14058,37,Female,Platinum,Cash,Weekend Deal,0,425,2.0
4400,2024-03-02,S010,South,P5308,Office Supplies,887.85,9,25,725.5,5992.99,1095.86,C60149,63,Male,Silver,Card,None,1,419,4.7
4401,2024-04-29,S002,West,P4362,Electronics,747.42,6,10,651.49,4036.07,518.02,C21591,33,Male,Gold,Card,Weekend Deal,1,274,4.7
4402,2024-08-15,S020,East,P4480,Clothing,5.16,12,20,3.61,49.54,14.88,C76188,44,Male,Gold,Online,Clearance,0,409,2.8
4403,2025-03-15,S012,South,P2433,Furniture,901.05,12,5,781.71,10271.97,1360.48,C84804,63,Male,Gold,Card,None,0,118,3.8
4404,2024-04-06,S014,East,P7623,Electronics,181.0,9,20,113.63,1303.2,485.06,C31895,54,Male,Silver,Cash,Loyalty Offer,1,356,3.6
4405,2024-02-02,S003,South,P1908,Office Supplies,751.21,12,20,662.13,7211.62,855.17,C71796,64,Male,None,Card,Loyalty Offer,0,123,4.0
4406,2025-05-01,S014,East,P1900,Furniture,914.82,7,0,708.98,6403.74,1440.88,C51780,35,Male,None,Card,Weekend Deal,1,179,1.6
4407,2024-06-27,S007,East,P6597,Clothing,111.92,2,5,81.42,212.65,57.95,C38254,58,Male,Gold,Online,Weekend Deal,0,157,1.8
4408,2025-05-29,S001,West,P3548,Groceries,9.92,7,15,5.24,59.02,27.85,C69375,51,Male,Gold,Cash,Holiday Sale,1,131,3.3
4409,2025-08-22,S008,East,P4071,Office Supplies,91.19,14,10,76.71,1148.99,182.45,C67783,44,Female,None,Online,Clearance,1,363,3.7
4410,2024-03-09,S013,South,P6753,Furniture,942.82,1,15,748.59,801.4,165.1,C17506,71,Male,Platinum,Card,None,0,53,5.0
4411,2024-07-14,S009,Central,P8396,Groceries,155.66,3,5,99.27,443.63,160.71,C35363,71,Female,Silver,Cash,Holiday Sale,1,44,3.4
4412,2024-02-23,S020,West,P6696,Clothing,210.12,10,10,124.37,1891.08,771.75,C11110,36,Female,Gold,Online,Weekend Deal,0,61,4.6
4413,2025-12-02,S003,North,P9113,Furniture,637.39,2,5,422.48,1211.04,408.33,C30786,49,Female,Silver,Cash,Clearance,0,105,3.6
4414,2024-06-23,S012,South,P9522,Clothing,61.11,8,5,52.44,464.44,65.89,C82205,65,Male,Silver,Online,Clearance,0,464,4.9
4415,2025-06-29,S008,East,P6902,Groceries,63.03,5,0,41.43,315.15,108.0,C10841,66,Male,None,Online,Holiday Sale,1,13,1.2
4416,2024-05-29,S009,Central,P2243,Electronics,262.42,5,5,187.64,1246.5,355.21,C20769,71,Male,Silver,Online,Holiday Sale,0,150,3.1
4417,2025-05-14,S014,Central,P4908,Groceries,133.76,6,20,117.09,642.05,80.02,C88185,37,Male,Gold,Card,Weekend Deal,1,51,4.0
4418,2024-05-24,S011,West,P1113,Furniture,266.05,1,5,189.64,252.75,72.59,C10564,58,Male,None,Online,Weekend Deal,0,479,4.2
4419,2025-08-05,S016,East,P2765,Furniture,376.78,1,10,283.42,339.1,84.02,C12474,69,Female,Gold,Card,Loyalty Offer,1,149,3.5
4420,2024-04-03,S003,East,P6616,Electronics,543.63,6,10,352.31,2935.6,1033.13,C43931,44,Female,Silver,Card,Holiday Sale,0,359,4.8
4421,2024-03-04,S003,East,P3665,Office Supplies,728.95,14,25,564.73,7653.98,1724.31,C91735,42,Female,Silver,Mobile Money,Clearance,0,224,3.7
4422,2025-11-15,S010,East,P2085,Office Supplies,101.92,11,0,81.75,1121.12,221.87,C60890,47,Female,Silver,Cash,Clearance,1,340,2.6
4423,2025-01-21,S010,East,P7285,Office Supplies,881.55,14,0,745.34,12341.7,1906.94,C27544,24,Male,Silver,Online,Weekend Deal,0,62,2.3
4424,2025-01-13,S018,North,P2988,Clothing,661.41,4,10,337.05,2381.08,1167.7,C93211,32,Female,Platinum,Online,None,0,27,1.8
4425,2025-10-22,S016,South,P6737,Clothing,533.89,8,0,357.06,4271.12,1414.64,C28604,48,Female,Gold,Card,Loyalty Offer,0,264,4.2
4426,2025-03-29,S013,North,P4322,Groceries,984.86,8,20,528.68,6303.1,2919.55,C54195,57,Female,None,Cash,None,1,386,2.0
4427,2025-01-18,S019,East,P2069,Groceries,232.73,13,5,131.47,2874.22,1250.56,C71068,47,Female,Gold,Cash,Loyalty Offer,0,331,1.3
4428,2025-05-05,S014,East,P1486,Electronics,120.87,11,5,83.47,1263.09,390.83,C53525,52,Female,None,Online,Loyalty Offer,0,157,3.9
4429,2025-04-03,S011,North,P5715,Furniture,203.28,15,20,126.59,2439.36,920.28,C17434,47,Male,Gold,Mobile Money,Weekend Deal,1,196,4.8
4430,2024-02-15,S018,North,P3676,Office Supplies,281.82,1,25,207.46,211.37,55.77,C73762,54,Female,Platinum,Card,Loyalty Offer,1,135,1.8
4431,2024-05-17,S015,Central,P9179,Clothing,981.63,5,15,561.88,4171.93,1783.94,C42068,50,Female,Silver,Cash,Clearance,0,234,3.2
4432,2025-11-20,S018,East,P9307,Furniture,214.93,6,0,116.26,1289.58,592.02,C59033,35,Female,Gold,Cash,None,0,414,2.0
4433,2024-02-08,S004,Central,P9581,Groceries,681.84,13,20,559.6,7091.14,1271.3,C48029,64,Male,Gold,Card,None,1,81,4.5
4434,2024-04-19,S001,North,P4433,Furniture,670.31,8,20,590.01,4289.98,513.92,C97306,71,Male,Gold,Mobile Money,Holiday Sale,1,197,1.7
4435,2025-12-14,S018,Central,P2616,Electronics,306.39,15,20,206.6,3676.68,1197.48,C60826,67,Female,Platinum,Mobile Money,None,0,451,4.9
4436,2025-06-09,S014,Central,P6409,Office Supplies,126.12,4,0,87.39,504.48,154.92,C51574,65,Male,None,Mobile Money,Clearance,0,4,3.1
4437,2024-11-06,S016,North,P4894,Groceries,203.73,8,20,148.06,1303.87,356.29,C21574,64,Female,None,Cash,Holiday Sale,0,137,1.3
4438,2024-02-06,S008,North,P7832,Furniture,972.9,10,0,858.75,9729.0,1141.5,C60459,72,Female,Platinum,Mobile Money,Loyalty Offer,1,207,2.7
4439,2024-06-13,S020,East,P6922,Office Supplies,860.56,11,10,450.73,8519.54,4057.32,C19181,64,Female,Platinum,Mobile Money,Loyalty Offer,1,33,1.2
4440,2024-12-10,S005,North,P3182,Groceries,724.06,10,25,591.95,5430.45,990.82,C40729,44,Male,Gold,Mobile Money,Clearance,0,273,3.7
4441,2024-08-12,S019,Central,P7225,Groceries,278.69,10,10,223.8,2508.21,494.01,C97127,30,Male,Silver,Cash,Loyalty Offer,0,227,3.0
4442,2024-05-23,S006,East,P2753,Groceries,28.85,12,5,19.61,328.89,105.34,C20254,53,Female,Platinum,Mobile Money,None,0,249,2.3
4443,2024-01-10,S011,South,P1128,Office Supplies,463.86,7,5,363.6,3084.67,666.73,C25900,52,Female,Gold,Cash,Clearance,1,75,4.6
4444,2025-11-10,S019,Central,P8839,Office Supplies,951.18,14,0,739.57,13316.52,2962.54,C45612,36,Male,Silver,Cash,None,0,298,4.2
4445,2024-03-12,S014,North,P3362,Furniture,757.24,14,10,666.53,9541.22,1142.95,C27245,22,Male,Gold,Mobile Money,Weekend Deal,1,202,3.9
4446,2024-01-20,S009,South,P9025,Clothing,599.07,13,0,498.44,7787.91,1308.19,C64527,69,Male,None,Card,None,1,65,1.7
4447,2024-12-17,S019,West,P2077,Electronics,530.52,7,0,439.29,3713.64,638.61,C82669,63,Female,Silver,Cash,Loyalty Offer,0,406,4.7
4448,2024-03-22,S016,West,P5030,Furniture,415.89,13,0,324.28,5406.57,1190.93,C45962,35,Male,None,Mobile Money,Weekend Deal,0,163,1.7
4449,2024-02-12,S015,East,P8740,Furniture,645.05,2,5,368.87,1225.59,524.74,C58797,19,Female,Platinum,Mobile Money,Holiday Sale,0,475,3.7
4450,2024-03-04,S020,North,P2626,Clothing,563.52,1,15,476.75,478.99,73.75,C77369,68,Male,Platinum,Online,Clearance,1,144,2.4
4451,2025-02-18,S012,Central,P1015,Groceries,157.78,1,25,116.28,118.34,31.12,C27095,31,Female,Platinum,Card,None,0,397,4.2
4452,2024-05-02,S017,South,P9576,Furniture,298.33,2,25,212.4,447.5,128.89,C94817,65,Male,Silver,Online,None,0,65,1.5
4453,2025-09-20,S016,South,P7279,Electronics,152.55,5,20,91.37,610.2,244.72,C35524,23,Male,Silver,Online,None,0,443,4.3
4454,2025-04-29,S011,Central,P2397,Clothing,523.58,5,5,296.35,2487.01,1079.34,C53425,75,Female,Silver,Online,Clearance,0,180,1.1
4455,2024-08-28,S002,North,P4236,Groceries,282.51,15,0,192.74,4237.65,1346.55,C45062,36,Female,Silver,Online,Holiday Sale,1,495,3.5
4456,2025-10-21,S014,South,P6989,Office Supplies,156.54,9,25,119.16,1056.64,252.31,C89539,57,Female,Gold,Online,Loyalty Offer,1,278,2.3
4457,2024-11-21,S015,West,P8625,Groceries,825.78,4,25,586.61,2477.34,717.51,C10749,59,Male,Gold,Mobile Money,Weekend Deal,0,105,3.9
4458,2024-11-05,S011,Central,P9259,Office Supplies,914.36,9,0,459.95,8229.24,4089.69,C64134,43,Male,None,Cash,Weekend Deal,1,372,1.4
4459,2024-12-17,S001,North,P3901,Clothing,15.12,13,0,9.93,196.56,67.47,C10904,31,Female,Gold,Card,Weekend Deal,1,98,4.3
4460,2025-09-08,S001,East,P5852,Clothing,498.04,7,25,388.4,2614.71,575.61,C23082,64,Male,None,Online,None,0,171,1.2
4461,2024-06-11,S018,East,P4677,Electronics,424.55,8,5,214.65,3226.58,1595.24,C19230,34,Female,None,Card,None,1,158,5.0
4462,2025-04-16,S017,East,P1326,Furniture,489.96,5,10,266.65,2204.82,1004.89,C62720,26,Female,None,Cash,Weekend Deal,0,170,2.5
4463,2025-03-03,S002,West,P1856,Electronics,758.87,13,25,661.2,7398.98,952.28,C46279,35,Female,Platinum,Cash,Loyalty Offer,0,400,1.3
4464,2024-12-04,S017,South,P2494,Groceries,969.83,14,20,738.57,10862.1,2590.11,C84798,36,Male,Silver,Mobile Money,Loyalty Offer,0,113,1.8
4465,2025-09-06,S001,West,P6635,Furniture,37.69,5,15,19.31,160.18,78.11,C65039,22,Female,Platinum,Online,Loyalty Offer,1,430,4.7
4466,2024-02-22,S004,North,P5584,Groceries,58.4,11,25,37.66,481.8,171.11,C94521,56,Male,None,Card,None,0,466,4.4
4467,2025-01-21,S007,West,P6217,Clothing,498.35,11,10,326.36,4933.67,1702.7,C23263,33,Male,Silver,Mobile Money,Clearance,0,479,3.8
4468,2024-09-13,S013,East,P3781,Clothing,660.03,2,0,464.73,1320.06,390.6,C18610,70,Male,Silver,Mobile Money,Weekend Deal,0,104,3.1
4469,2024-08-17,S020,East,P3725,Furniture,440.33,11,25,382.03,3632.72,480.98,C35285,24,Female,Gold,Cash,Weekend Deal,1,96,2.9
4470,2025-07-28,S013,West,P7484,Office Supplies,847.72,5,5,443.4,4026.67,1920.52,C32423,23,Male,Silver,Card,Clearance,1,85,3.1
4471,2024-10-30,S018,Central,P7766,Groceries,991.57,6,10,710.02,5354.48,1520.37,C97025,71,Female,Gold,Online,Holiday Sale,0,361,3.1
4472,2024-11-16,S011,North,P1127,Electronics,564.14,13,5,485.32,6967.13,973.43,C80003,18,Male,Gold,Card,Weekend Deal,1,424,3.6
4473,2025-11-24,S004,South,P1453,Groceries,405.03,6,5,306.43,2308.67,562.02,C75642,61,Female,Platinum,Online,None,0,260,3.5
4474,2024-05-26,S007,East,P5266,Groceries,510.26,2,10,404.64,918.47,190.12,C32700,18,Female,Silver,Cash,Holiday Sale,0,28,4.6
4475,2025-12-22,S007,East,P5461,Electronics,459.24,7,0,351.18,3214.68,756.42,C25519,53,Female,None,Cash,None,0,316,5.0
4476,2025-07-16,S019,Central,P6824,Furniture,342.43,6,5,280.52,1951.85,352.89,C62706,26,Female,None,Online,None,1,351,3.2
4477,2024-07-17,S004,North,P9441,Furniture,347.97,3,5,179.18,991.71,481.05,C14125,24,Male,None,Mobile Money,Weekend Deal,1,7,4.6
4478,2024-03-29,S007,West,P6068,Groceries,693.0,10,10,355.03,6237.0,3041.73,C51589,20,Female,Silver,Cash,Loyalty Offer,1,393,2.5
4479,2025-06-03,S019,North,P6285,Groceries,732.91,6,25,538.83,3298.1,873.36,C71515,57,Female,Gold,Online,None,1,483,3.2
4480,2024-08-02,S012,West,P7238,Office Supplies,436.24,1,5,263.52,414.43,164.08,C65080,55,Female,None,Cash,Holiday Sale,1,183,1.3
4481,2024-03-22,S019,Central,P3737,Office Supplies,576.56,3,5,491.28,1643.2,243.05,C42532,41,Male,Silver,Card,Weekend Deal,1,483,3.1
4482,2025-10-17,S011,West,P6034,Office Supplies,732.36,2,25,545.12,1098.54,280.86,C33046,71,Male,Platinum,Online,Clearance,1,454,3.2
4483,2024-11-07,S016,Central,P7469,Office Supplies,303.49,6,25,270.45,1365.7,148.68,C75730,44,Female,Gold,Card,Weekend Deal,0,366,2.7
4484,2025-03-31,S011,West,P1598,Groceries,878.72,11,25,564.25,7249.44,2594.38,C94061,74,Male,None,Mobile Money,None,0,293,2.2
4485,2025-12-26,S006,East,P4528,Furniture,491.4,15,25,341.21,5528.25,1689.64,C29563,57,Male,Platinum,Cash,Loyalty Offer,1,446,1.2
4486,2025-12-04,S003,Central,P4140,Furniture,803.54,15,0,702.74,12053.1,1512.0,C68275,69,Female,None,Cash,Holiday Sale,1,165,4.8
4487,2025-02-06,S014,North,P9089,Office Supplies,415.54,9,5,288.15,3552.87,1089.18,C79353,18,Male,None,Online,Loyalty Offer,1,169,4.3
4488,2025-01-29,S010,East,P1365,Groceries,120.68,11,25,82.11,995.61,318.2,C98565,37,Male,Platinum,Cash,Clearance,0,31,2.5
4489,2024-03-05,S016,North,P1329,Clothing,676.62,14,20,408.65,7578.14,3001.26,C19223,75,Female,Silver,Cash,Holiday Sale,1,262,2.8
4490,2025-05-26,S003,Central,P1936,Furniture,293.93,4,0,262.33,1175.72,126.4,C45446,69,Male,Gold,Cash,None,1,378,3.7
4491,2024-05-03,S001,Central,P8448,Groceries,660.62,3,20,424.28,1585.49,567.22,C34303,25,Male,Platinum,Online,Holiday Sale,0,490,3.8
4492,2025-10-26,S016,North,P7292,Furniture,154.83,11,15,87.8,1447.66,626.73,C53942,30,Male,Silver,Online,None,1,331,4.9
4493,2024-11-28,S011,East,P3714,Groceries,389.21,6,0,201.83,2335.26,1124.28,C57629,43,Male,Silver,Mobile Money,None,0,350,3.4
4494,2024-01-23,S008,East,P9453,Furniture,513.98,8,20,421.31,3289.47,593.09,C64983,53,Female,Platinum,Mobile Money,Clearance,1,287,3.0
4495,2024-04-28,S003,West,P1256,electrnics,466.61,4,10,392.6,1679.8,266.44,C80627,64,Female,None,Online,None,1,136,2.7
4496,2024-02-29,S017,North,P8719,Office Supplies,624.49,15,25,315.9,7025.51,3471.64,C46675,52,Male,Gold,Card,None,0,291,3.0
4497,2024-12-08,S019,North,P5314,Electronics,514.87,12,10,298.63,5560.6,2335.39,C21448,40,Male,Platinum,Mobile Money,Weekend Deal,1,143,2.2
4498,2025-05-08,S019,North,P8276,Groceries,789.57,7,5,485.46,5250.64,2022.33,C25163,68,Male,None,Cash,None,0,106,2.2
4499,2025-12-01,S007,West,P7436,Electronics,112.83,13,10,76.92,1320.11,420.15,C87235,25,Male,Gold,Cash,Clearance,0,349,2.1
4500,2024-07-03,S020,East,P3505,Clothing,610.54,1,15,395.65,518.96,182.66,C95565,65,Female,Gold,Mobile Money,Weekend Deal,0,493,1.2
4501,2024-02-11,S011,North,P6908,Groceries,219.89,6,0,152.41,1319.34,404.88,C87620,71,Female,Silver,Cash,Holiday Sale,0,35,2.0
4502,2025-10-07,S015,South,P4712,Groceries,734.69,7,15,602.93,4371.41,783.97,C40443,29,Female,Gold,Card,Clearance,1,143,1.4
4503,2025-10-04,S016,North,P3670,Electronics,560.59,9,5,434.4,4793.04,1078.92,C24939,39,Female,None,Cash,Holiday Sale,1,57,4.4
4504,2025-09-21,S013,South,P6082,Office Supplies,430.91,4,5,293.24,1637.46,523.15,C99707,61,Female,None,Cash,Clearance,0,104,2.2
4505,2025-09-21,S005,West,P1259,Groceries,158.19,5,10,115.07,711.86,194.04,C13645,55,Female,Gold,Card,Loyalty Offer,0,211,4.6
4506,2025-02-27,S020,South,P8106,Furniture,960.81,11,10,785.16,9512.02,1738.93,C56965,46,Male,Platinum,Cash,Weekend Deal,1,216,2.6
4507,2025-10-01,S007,,P1778,Office Supplies,967.94,15,25,836.73,10889.33,1476.11,C73041,42,Male,Platinum,Online,Weekend Deal,1,449,2.7
4508,2025-03-17,S010,South,P7051,Office Supplies,796.2,2,0,566.32,1592.4,459.76,C52049,32,Male,Gold,Card,None,0,253,4.2
4509,2024-08-08,S015,North,P2872,Electronics,902.15,13,10,667.1,10555.15,2750.08,C51691,34,Female,Silver,Cash,None,1,161,4.2
4510,2024-11-19,S013,East,P1399,Electronics,186.2,11,5,136.88,1945.79,515.39,C43330,36,Male,Gold,Cash,None,0,0,1.9
4511,2024-12-27,S013,North,P9161,Clothing,554.25,9,15,417.72,4240.01,1044.45,C69786,59,Male,Silver,Mobile Money,None,0,268,1.3
4512,2024-11-05,S012,Central,P1803,Office Supplies,601.72,1,0,429.51,601.72,172.21,C77055,28,Male,Gold,Cash,None,1,458,2.2
4513,2024-10-18,S009,North,P7958,Clothing,505.82,8,20,390.78,3237.25,736.26,C69563,74,Male,Gold,Mobile Money,Weekend Deal,0,194,2.7
4514,2025-12-29,S020,North,P7441,Clothing,744.63,8,5,631.97,5659.19,856.22,C40100,33,Female,None,Online,Weekend Deal,1,406,3.8
4515,2025-09-29,S015,Central,P5874,Office Supplies,156.15,2,20,116.69,249.84,63.14,C50910,41,Female,Silver,Card,Weekend Deal,1,372,2.1
4516,2024-11-17,S008,South,P4457,Groceries,828.96,2,10,539.75,1492.13,520.58,C39942,39,Male,Platinum,Card,None,0,358,2.7
4517,2025-03-01,S001,East,P7053,Groceries,937.41,13,0,553.06,12186.33,4996.55,C18179,67,Male,Silver,Mobile Money,Loyalty Offer,1,112,3.7
4518,2025-07-24,S008,Central,P2600,Furniture,83.1,8,15,59.9,565.08,157.76,C48272,50,Male,Gold,Card,Holiday Sale,1,179,2.7
4519,2025-01-09,S012,North,P7758,Groceries,664.12,15,10,377.66,8965.62,3867.21,C64502,36,Female,None,Mobile Money,Loyalty Offer,1,72,1.8
4520,2025-02-18,S020,Central,P3925,Groceries,931.44,12,15,500.75,9500.69,4393.04,C55932,59,Female,None,Cash,Holiday Sale,0,380,1.9
4521,2024-11-27,S014,West,P8770,Office Supplies,934.49,12,15,537.07,9531.8,4053.68,C21335,64,Female,Silver,Card,None,0,100,2.1
4522,2024-11-26,S009,South,P9197,Electronics,132.07,3,10,105.09,356.59,72.85,C89025,41,Female,Gold,Card,Loyalty Offer,1,122,2.9
4523,2024-04-25,S014,East,P1211,Furniture,565.9,8,20,447.53,3621.76,757.57,C25825,27,Female,Silver,Cash,Weekend Deal,1,489,3.8
4524,2024-12-21,S004,East,P5409,Electronics,896.21,10,15,790.01,7617.78,902.7,C79052,61,Female,Silver,Online,Loyalty Offer,1,290,4.1
4525,2024-10-09,S015,South,P8634,Clothing,944.12,6,5,533.31,5381.48,2341.62,C66692,20,Female,Platinum,Online,Weekend Deal,1,302,1.2
4526,2024-07-07,S020,North,P8343,Electronics,103.98,4,0,58.38,415.92,182.4,C17045,23,Female,Gold,Cash,Loyalty Offer,0,98,3.8
4527,2025-06-01,S011,East,P3636,Electronics,910.75,3,25,601.86,2049.19,695.0,C40555,21,Female,Platinum,Online,Holiday Sale,1,249,3.0
4528,2024-03-12,S013,West,P9871,Groceries,977.48,4,0,536.03,3909.92,1765.8,C88250,38,Male,None,Mobile Money,Loyalty Offer,0,257,1.8
4529,2025-12-11,S020,West,P7900,Office Supplies,661.69,4,0,520.89,2646.76,563.2,C95662,65,Female,Gold,Mobile Money,Weekend Deal,1,497,4.9
4530,2025-02-05,S006,South,P1681,Electronics,558.58,2,25,477.14,837.87,122.16,C29659,32,Male,None,Mobile Money,Loyalty Offer,0,394,2.1
4531,2025-01-19,S014,West,P3831,Groceries,124.66,5,20,84.29,498.64,161.48,C92129,54,Female,Gold,Card,Holiday Sale,0,445,1.7
4532,2025-03-10,S016,Central,P9895,Clothing,92.42,7,25,51.94,485.21,212.52,C43628,20,Male,None,Cash,Weekend Deal,1,160,2.7
4533,2025-09-28,S010,East,P6591,Electronics,348.55,15,15,242.53,4444.01,1351.76,C97997,60,Male,None,Cash,Holiday Sale,1,362,4.8
4534,2024-05-06,S007,West,P6830,Electronics,120.68,11,5,99.16,1261.11,224.88,C73895,55,Female,Platinum,Card,Holiday Sale,0,144,2.0
4535,2024-04-19,S006,West,P7323,Electronics,260.25,12,15,180.06,2654.55,817.94,C73670,30,Male,Gold,Cash,Loyalty Offer,0,209,1.5
4536,2024-12-12,S008,Central,P2421,Office Supplies,196.49,15,10,106.97,2652.62,1208.52,C60489,62,Male,Gold,Card,Loyalty Offer,1,59,4.4
4537,2025-07-19,S014,East,P5517,Office Supplies,213.95,8,25,140.57,1283.7,440.28,C63670,75,Male,Silver,Mobile Money,None,1,10,4.2
4538,2025-07-29,S005,West,P6479,Clothing,409.53,7,0,234.52,2866.71,1225.07,C55196,69,Female,None,Cash,Weekend Deal,1,175,2.9
4539,2025-03-25,S015,,P1567,Electronics,850.59,1,25,756.29,637.94,70.73,C78230,18,Female,Platinum,Online,Loyalty Offer,1,184,4.0
4540,2025-04-19,S019,West,P4476,Office Supplies,652.04,9,5,417.28,5574.94,2007.2,C34419,22,Female,Platinum,Mobile Money,Weekend Deal,0,376,3.3
4541,2025-04-10,S019,East,P4971,Electronics,421.73,12,5,304.83,4807.72,1332.66,C76738,70,Male,None,Cash,Holiday Sale,1,481,2.9
4542,2024-04-16,S014,West,P6401,Office Supplies,610.5,2,0,404.86,1221.0,411.28,C11551,31,Female,Platinum,Card,Clearance,0,178,1.4
4543,2024-06-08,S012,North,P6678,Office Supplies,243.39,5,25,189.87,912.71,200.7,C79635,42,Female,Silver,Mobile Money,Holiday Sale,0,386,1.3
4544,2024-07-03,S004,East,P9483,Clothing,831.92,2,15,717.73,1414.26,194.12,C55625,57,Male,None,Card,Holiday Sale,1,304,3.2
4545,2025-03-25,S011,Central,P8374,Furniture,630.44,10,0,333.37,6304.4,2970.7,C15186,52,Female,Gold,Card,Holiday Sale,1,494,3.3
4546,2024-09-02,S008,East,P7591,Office Supplies,754.33,15,15,481.7,9617.71,3476.03,C64205,73,Male,Platinum,Online,Holiday Sale,0,88,2.3
4547,2024-08-30,S001,East,P5254,Clothing,609.49,12,0,442.06,7313.88,2009.16,C70207,42,Female,None,Card,Clearance,0,9,2.0
4548,2025-03-08,S008,West,P8262,Groceries,648.41,14,10,530.3,8169.97,1488.19,C74401,42,Male,None,Online,Clearance,1,226,3.0
4549,2024-10-06,S006,East,P3304,Electronics,500.61,7,15,255.41,2978.63,1458.94,C82851,61,Male,Silver,Cash,Holiday Sale,0,60,2.4
4550,2024-07-31,S013,North,P4582,Clothing,756.42,10,25,424.45,5673.15,2489.77,C53106,74,Male,Silver,Online,Holiday Sale,1,66,4.3
4551,2025-07-29,S016,South,P1787,Electronics,961.87,15,15,803.53,12263.84,2018.84,C26750,75,Male,None,Mobile Money,Loyalty Offer,1,353,2.2
4552,2024-10-28,S015,North,P6614,Furniture,897.32,2,25,746.33,1345.98,226.49,C37764,33,Female,Silver,Cash,Loyalty Offer,1,395,4.0
4553,2025-08-28,S014,West,P9218,Clothing,132.44,3,5,84.6,377.45,136.34,C20335,55,Male,Gold,Mobile Money,Holiday Sale,1,314,2.4
4554,2025-04-16,S005,North,P4149,Furniture,736.05,3,5,602.13,2097.74,381.67,C72153,69,Female,Silver,Mobile Money,None,1,236,3.2
4555,2025-10-27,S017,West,P5541,Office Supplies,50.13,1,20,34.55,40.1,12.46,C23133,30,Female,None,Card,Clearance,1,80,1.3
4556,2025-02-09,S006,West,P6908,Clothing,929.63,6,25,737.97,4183.34,862.47,C49011,75,Male,Silver,Card,Clearance,1,293,4.2
4557,2025-02-17,S007,Central,P8871,Office Supplies,51.12,8,25,29.05,306.72,132.42,C79972,74,Female,Gold,Cash,Loyalty Offer,0,475,4.5
4558,2024-09-09,S016,West,P6256,Office Supplies,359.06,6,15,230.23,1831.21,657.03,C68610,57,Male,Silver,Mobile Money,None,1,103,4.0
4559,2025-03-12,S007,Central,P7585,Electronics,296.05,6,15,166.11,1509.86,662.69,C15219,22,Female,None,Card,Loyalty Offer,0,407,3.5
4560,2025-07-24,S009,North,P5537,Clothing,359.12,4,5,275.0,1364.66,319.66,C68447,65,Male,Silver,Card,Clearance,0,136,3.5
4561,2025-05-19,S005,North,P6843,Electronics,832.21,15,15,640.59,10610.68,2443.16,C56723,35,Female,Gold,Online,Clearance,1,49,2.2
4562,2025-11-26,S008,North,P4455,Clothing,425.02,6,25,248.02,1912.59,796.5,C32866,65,Female,Gold,Card,Clearance,0,298,1.4
4563,2024-01-17,S012,West,P9170,Electronics,561.24,6,20,333.94,2693.95,1091.04,C89731,63,Male,Platinum,Mobile Money,Loyalty Offer,0,448,2.9
