TransactionID,Date,Region,Category,Quantity,UnitPrice,Discount,Sales,Gender,Age
1524,2025-11-22,South,Furniture,1,157.71,0.15,134.0535,Male,67
1525,2025-11-17,East,Furniture,2,474.2,,948.4,Male,64
1526,2025-01-11,East,Electronics,7,49.68,0.1,312.984,Male,51
1527,2025-04-18,West,Furniture,6,270.06,0.05,1539.342,Female,69
1528,2025-03-24,South,Electronics,6,169.09,0.05,963.8129999999999,Male,19
1529,2025-09-27,North,Furniture,2,253.24,0.15,430.508,Female,37
1530,2025-01-13,North,Office Supplies,4,317.62,0.05,1206.956,Male,70
1531,2025-07-13,North,Electronics,7,69.94,0.1,440.622,Male,50
1532,2025-12-27,South,Electronics,7,14.98,,104.86,Female,30
1533,2025-11-07,North,Office Supplies,5,393.46,0.15,1672.205,Female,47
1534,2025-04-14,West,Clothing,2,135.81,,271.62,Female,45
1535,2025-02-17,East,Clothing,4,483.61,,1934.44,Female,62
1536,2025-10-01,West,Clothing,9,126.08,0.0,1134.72,Female,66
1537,2025-10-07,North,Clothing,2,228.87,,457.74,Male,46
1538,2025-07-09,East,Furniture,8,283.76,0.1,2043.072,Male,24
1539,2025-10-15,South,Electronics,3,107.8,0.15,274.89,Male,43
1540,2025-11-12,South,Electronics,8,264.09,,2112.72,Female,34
1541,2025-07-30,North,Office Supplies,5,371.55,0.05,1764.8625,Female,18
1542,2025-05-18,West,Office Supplies,4,378.74,0.15,1287.716,Male,38
1543,2025-08-25,North,Clothing,8,259.64,0.0,2077.12,Male,42
1544,2025-03-07,South,Furniture,1,85.24,0.0,85.24,Female,25
1545,2025-01-20,West,Furniture,7,250.12,,1750.8400000000001,Female,43
1546,2025-01-05,East,Office Supplies,5,63.2,0.1,284.40000000000003,Female,54
1547,2025-11-29,South,Office Supplies,3,75.05,,225.14999999999998,Female,48
1548,2025-08-25,South,Clothing,4,468.42,0.05,1779.9959999999999,Male,38
1549,2025-08-02,North,Office Supplies,3,79.42,0.0,238.26,Male,30
1550,2025-12-22,North,Electronics,2,271.18,0.1,488.124,Female,56
1551,2025-03-22,South,Office Supplies,2,178.47,,356.94,Male,30
1552,2025-05-21,East,Office Supplies,5,411.27,0.15,1747.8974999999998,Female,34
1553,2025-10-15,North,Furniture,9,322.59,0.05,2758.1445,Male,64
1554,2025-04-21,North,Furniture,5,93.27,,466.34999999999997,Female,39
1555,2025-10-22,West,Furniture,10,304.36,,3043.6000000000004,Male,18
1556,2025-04-29,South,Furniture,4,50.21,,200.84,Male,48
1557,2025-01-01,South,Clothing,6,43.5,0.0,261.0,Female,60
1558,2025-08-30,South,Clothing,6,154.77,0.0,928.6200000000001,Female,67
1559,2025-07-17,,Electronics,8,180.72,,1445.76,Male,28
1560,2025-11-21,West,Clothing,5,357.12,0.15,1517.76,Female,61
1561,2025-03-03,South,Electronics,9,450.38,0.1,3648.078,Female,47
1562,2025-12-10,South,Clothing,6,365.6,0.05,2083.92,Female,29
1563,2025-01-06,South,Electronics,4,223.83,,895.32,Female,39
1564,2025-02-18,North,Office Supplies,6,458.32,,2749.92,Male,59
1565,2025-05-21,East,Electronics,8,202.16,0.1,1455.552,Male,63
1566,2025-08-30,South,Clothing,10,317.96,0.15,2702.66,Male,20
1567,2025-07-09,South,Furniture,1,308.4,0.05,292.97999999999996,Male,44
1568,2025-03-03,East,Electronics,1,224.47,0.0,224.47,Female,30
1569,2025-12-02,East,Furniture,10,370.04,0.1,3330.36,Female,51
1570,2025-01-08,North,Furniture,7,211.11,0.0,1477.77,Male,64
1571,2025-05-17,East,Furniture,2,90.43,0.0,180.86,Female,29
1572,2025-11-22,East,Electronics,1,159.03,,159.03,Female,47
1573,2025-10-18,North,Electronics,2,285.26,0.15,484.94199999999995,Male,29
1574,2025-02-14,South,Electronics,3,162.16,0.0,486.48,Male,58
1575,2025-07-11,East,Furniture,8,45.23,0.05,343.74799999999993,Male,37
1576,2025-01-28,East,Furniture,7,354.43,0.05,2356.9595,Female,44
1577,2025-04-26,South,Office Supplies,4,140.04,0.05,532.1519999999999,Female,62
1578,2025-08-14,East,Office Supplies,5,50.74,0.1,228.33,Female,58
1579,2025-12-18,West,Furniture,3,23.18,,69.53999999999999,Male,62
1580,2025-08-11,South,Office Supplies,6,324.77,0.1,1753.758,Female,23
1581,2025-09-20,East,Electronics,4,132.82,0.15,451.58799999999997,Male,51
1582,2025-12-04,East,Office Supplies,3,240.23,0.15,612.5864999999999,Female,60
1583,2025-10-29,East,Electronics,1,164.57,0.0,164.57,Male,44
1584,2025-09-01,South,Office Supplies,6,171.65,0.0,1029.9,Female,28
1585,2025-08-28,West,Clothing,9,97.15,0.0,874.35,Female,64
1586,2025-07-24,East,Office Supplies,8,417.88,0.1,3008.736,Female,61
1587,2025-07-25,North,Clothing,5,24.86,0.05,118.085,Female,67
1588,2025-05-18,South,Furniture,10,203.37,0.0,2033.7,Female,56
1589,2025-12-24,South,Furniture,9,103.24,,929.16,Female,68
1590,2025-01-28,East,Clothing,2,158.09,0.05,300.371,Female,28
1591,2025-08-24,South,Office Supplies,1,331.01,0.05,314.4595,Female,23
1592,2025-04-05,North,Furniture,4,429.59,0.15,1460.6059999999998,Male,61
1593,2025-10-12,East,Electronics,6,7.45,0.05,42.465,Female,53
1594,2025-12-18,West,Clothing,7,350.9,0.15,2087.8549999999996,Male,66
1595,2025-02-19,West,Office Supplies,7,68.61,0.05,456.25649999999996,Female,70
1596,2025-12-12,North,Office Supplies,7,300.48,,2103.36,Female,60
1597,2025-10-28,South,Furniture,1,114.74,,114.74,Female,41
1598,2025-06-24,West,Electronics,9,412.5,,3712.5,Male,26
1599,2025-09-13,West,Electronics,4,26.9,0.1,96.84,Female,42
1600,2025-12-01,East,Clothing,3,215.73,0.1,582.471,Female,20
1601,2025-05-14,North,Clothing,7,93.86,0.15,558.467,Male,40
1602,2025-12-18,North,Furniture,2,329.65,0.15,560.405,Female,26
1603,2025-10-22,North,Clothing,9,195.08,0.15,1492.362,Female,45
1604,2025-01-28,West,Office Supplies,5,215.37,0.0,1076.85,Female,63
1605,2025-06-21,South,Clothing,9,486.03,0.0,4374.2699999999995,Female,61
1606,2025-02-10,East,Furniture,3,8.44,,25.32,Female,45
1607,2025-01-25,West,Clothing,8,144.45,0.0,1155.6,Female,21
1608,2025-11-03,East,Electronics,6,129.9,0.1,701.4600000000002,Female,29
1609,2025-05-31,East,Office Supplies,6,211.44,0.15,1078.3439999999998,Male,56
1610,2025-02-27,West,Furniture,6,367.29,,2203.7400000000002,Male,23
1611,2025-10-01,West,Clothing,2,67.4,0.05,128.06,Female,40
1612,2025-08-23,West,Electronics,10,125.83,,1258.3,Male,38
1613,2025-07-10,West,Electronics,1,77.64,0.0,77.64,Female,58
1614,2025-06-04,East,Electronics,7,203.37,0.05,1352.4105000000002,Female,25
1615,2025-04-09,South,Electronics,10,134.18,0.1,1207.6200000000001,Female,54
1616,2025-08-31,East,Furniture,4,381.56,0.15,1297.304,Female,50
1617,2025-12-10,East,Office Supplies,1,304.29,0.05,289.07550000000003,Male,44
1618,2025-04-17,East,Office Supplies,1,392.12,0.05,372.514,Female,56
1619,2025-11-22,North,Office Supplies,6,53.09,0.05,302.613,Male,22
1620,2025-11-10,West,Clothing,5,365.44,,1827.2,Female,52
1621,2025-07-19,East,Office Supplies,8,465.29,0.0,3722.32,Female,40
1622,2025-08-16,South,Furniture,3,233.66,0.15,595.833,Female,34
1623,2025-07-26,North,Clothing,1,332.05,,332.05,Female,23
1624,2025-04-17,East,Clothing,9,187.75,0.1,1520.775,Female,19
1625,2025-03-21,East,Clothing,10,294.54,,2945.4,Female,66
1626,2025-01-12,South,Clothing,5,280.44,0.15,1191.8700000000001,Male,42
1627,2025-11-07,South,Electronics,2,53.01,0.05,100.719,Female,29
1628,2025-03-23,South,Clothing,7,277.28,0.1,1746.8639999999998,Female,38
1629,2025-07-05,West,Furniture,2,333.8,0.1,600.84,Female,49
1630,2025-08-26,South,Furniture,5,413.94,0.15,1759.245,Female,36
1631,2025-01-02,South,Electronics,9,415.78,0.15,3180.7169999999996,Female,55
1632,2025-12-01,South,Electronics,7,487.25,0.15,2899.1375,Male,26
1633,2025-11-09,West,Electronics,10,254.16,0.0,2541.6,Female,57
1634,2025-05-08,North,Office Supplies,3,286.81,0.15,731.3655,Male,65
1635,2025-11-04,South,Clothing,7,278.27,0.05,1850.4954999999998,Female,64
1636,2025-05-03,East,Furniture,3,238.72,0.05,680.352,Female,22
1637,2025-01-16,South,Clothing,4,290.91,0.15,989.094,Male,68
1638,2025-04-01,East,Furniture,8,252.61,0.0,2020.88,Male,47
1639,2025-02-05,West,Clothing,1,375.56,0.15,319.226,Male,68
1640,2025-08-02,North,Electronics,5,442.26,,2211.3,Female,48
1641,2025-01-31,East,Clothing,5,406.77,0.0,2033.85,Female,45
1642,2025-03-05,North,Furniture,2,77.26,0.1,139.068,Female,44
1643,2025-12-03,West,Furniture,6,75.27,0.05,429.039,Female,24
1644,2025-06-18,South,Office Supplies,2,231.83,0.15,394.111,Female,36
1645,2025-12-19,East,Office Supplies,8,168.68,0.15,1147.0240000000001,Male,66
1646,2025-03-13,South,Office Supplies,3,263.28,0.0,789.8399999999999,Female,63
1647,2025-05-30,East,Clothing,5,472.67,0.05,2245.1825,Female,61
1648,2025-05-31,South,Office Supplies,3,373.15,0.05,1063.4774999999997,Female,34
1649,2025-11-23,East,Furniture,4,18.86,0.05,71.66799999999999,Male,34
1650,2025-07-06,West,Clothing,9,374.0,,3366.0,Male,40
1651,2025-11-26,East,Office Supplies,3,295.63,,886.89,Female,49
1652,2025-11-28,South,Clothing,3,436.04,0.15,1111.902,Female,18
1653,2025-12-09,South,Furniture,2,174.47,0.1,314.046,Male,35
1654,2025-11-08,West,Clothing,2,326.75,0.1,588.15,Male,65
1655,2025-09-26,North,Clothing,4,371.98,0.1,1339.1280000000002,Male,39
1656,2025-09-17,North,Electronics,2,139.38,,278.76,Female,54
1657,2025-09-25,South,Furniture,4,126.12,0.05,479.256,Female,29
1658,2025-01-21,North,Furniture,10,136.55,0.1,1228.95,Male,26
1659,2025-09-25,South,Clothing,5,35.13,0.05,166.8675,Female,24
1660,2025-10-02,South,Clothing,1,162.83,0.0,162.83,Male,46
1661,2025-02-12,South,Clothing,8,102.71,,821.68,Female,54
1662,2025-01-05,West,Furniture,10,217.73,0.0,2177.2999999999997,Female,18
1663,2025-05-09,South,Office Supplies,7,302.67,0.15,1800.8865,Female,50
1664,2025-05-26,South,Office Supplies,5,135.78,,678.9,Female,61
1665,2025-10-15,North,Furniture,9,157.86,0.15,1207.6290000000001,Female,18
1666,2025-06-13,South,Electronics,9,237.9,0.05,2034.0449999999998,Female,61
1667,2025-06-05,East,Furniture,2,463.02,0.15,787.1339999999999,Male,67
1668,2025-02-25,East,Office Supplies,4,110.54,,442.16,Female,24
1669,2025-12-17,South,Office Supplies,5,464.14,0.05,2204.6649999999995,Male,30
1670,2025-07-22,South,Office Supplies,3,426.92,,1280.76,Female,59
1671,2025-11-01,South,Office Supplies,7,390.98,0.1,2463.174,Female,37
1672,2025-07-09,East,Clothing,3,156.59,0.1,422.793,Female,45
1673,2025-10-16,West,Electronics,7,382.53,0.0,2677.71,Female,40
1674,2025-11-27,North,Furniture,3,487.62,0.1,1316.574,Male,60
1675,2025-05-12,East,Clothing,5,417.11,0.0,2085.55,Female,38
1676,2025-10-13,West,Office Supplies,9,370.81,0.05,3170.4255,Male,22
1677,2025-05-05,West,Electronics,3,166.11,0.15,423.58050000000003,Female,62
1678,2025-12-28,West,Electronics,8,128.67,,1029.36,Male,21
1679,2025-11-24,West,Office Supplies,6,141.64,0.1,764.856,Male,48
1680,2025-03-10,South,Furniture,2,165.65,0.15,281.605,Female,54
1681,2025-04-13,East,Office Supplies,9,48.56,0.05,415.188,Female,62
1682,2025-01-12,East,Office Supplies,3,387.19,0.0,1161.57,Female,65
1683,2025-04-20,West,Office Supplies,3,164.03,0.05,467.4855,Female,30
1684,2025-12-13,South,Electronics,5,131.4,0.0,657.0,Female,45
1685,2025-07-22,North,Office Supplies,8,400.06,,3200.48,Male,54
1686,2025-08-12,West,Office Supplies,1,480.1,0.1,432.09000000000003,Female,58
1687,2025-02-04,North,Furniture,2,284.83,,569.66,Male,54
1688,2025-08-28,North,Clothing,10,326.84,0.05,3104.9799999999996,Female,47
1689,2025-08-20,South,Office Supplies,3,326.97,0.0,980.9100000000001,Female,51
1690,2025-12-21,East,Electronics,7,445.25,0.15,2649.2374999999997,Female,19
1691,2025-01-05,East,Furniture,4,164.58,0.05,625.404,Female,52
1692,2025-08-23,East,Furniture,4,386.11,,1544.44,Male,67
1693,2025-03-17,North,Electronics,4,157.7,0.0,630.8,Male,52
1694,2025-06-28,South,Furniture,2,167.09,0.1,300.762,Male,37
1695,2025-03-25,South,Office Supplies,7,495.55,0.05,3295.4075,Male,26
1696,2025-08-14,North,Clothing,2,417.91,0.15,710.447,Male,42
1697,2025-01-26,South,electrnics,8,222.08,0.05,1687.808,Male,23
1698,2025-03-31,North,Furniture,9,457.08,,4113.72,Male,25
1699,2025-09-08,West,Furniture,10,182.4,0.1,1641.6000000000001,Male,23
1700,2025-09-17,North,Clothing,6,241.6,,1449.6,Male,18
1701,2025-07-14,East,Office Supplies,7,203.15,0.0,1422.05,Female,22
1702,2025-08-11,West,Clothing,5,118.53,0.0,592.65,Male,35
1703,2025-11-28,South,Electronics,6,27.46,0.05,156.522,Male,51
1704,2025-03-21,North,Furniture,3,349.06,0.0,1047.18,Female,41
1705,2025-11-13,South,Furniture,7,412.51,0.15,2454.4345,Male,65
1706,2025-12-09,South,Electronics,3,185.71,0.0,557.13,Female,31
1707,2025-06-06,East,Electronics,7,314.53,0.1,1981.539,Male,39
1708,2025-01-15,West,Electronics,8,21.94,0.05,166.744,Female,66
1709,2025-11-03,North,Office Supplies,9,89.02,0.0,801.18,Male,23
1710,2025-08-03,West,Clothing,2,60.64,0.15,103.088,Female,26
1711,2025-11-05,East,Furniture,1,159.16,0.15,135.286,Female,60
1712,2025-10-04,West,Clothing,6,478.67,0.0,2872.02,Male,26
1713,2025-04-23,South,Electronics,9,69.25,0.05,592.0875,Male,63
1714,2025-07-26,South,Furniture,5,444.02,0.0,2220.1,Female,29
1715,2025-12-04,,Furniture,5,167.67,0.15,712.5974999999999,Female,45
1716,2025-07-11,West,Electronics,3,291.79,0.0,875.3700000000001,Male,29
1717,2025-01-08,South,Clothing,3,319.14,0.05,909.5489999999999,Female,18
1718,2025-10-20,South,Clothing,8,244.5,0.1,1760.4,Female,31
1719,2025-08-21,North,Office Supplies,10,135.09,0.15,1148.265,Female,39
1720,2025-04-06,West,Electronics,5,173.79,0.15,738.6075,Female,66
1721,2025-09-23,West,Electronics,5,36.24,0.1,163.08,Male,24
1722,2025-04-27,East,Furniture,8,415.89,0.0,3327.12,Female,37
1723,2025-08-20,South,Clothing,7,278.88,0.0,1952.1599999999999,Male,27
1724,2025-12-15,East,Furniture,4,389.08,0.05,1478.504,Male,69
1725,2025-09-30,South,Office Supplies,6,272.03,,1632.1799999999998,Male,24
1726,2025-12-15,South,Furniture,3,319.28,,957.8399999999999,Female,30
1727,2025-05-23,East,Clothing,1,479.73,0.15,407.7705,Female,48
1728,2025-08-28,North,Electronics,6,72.38,0.1,390.852,Female,63
1729,2025-10-12,North,Electronics,5,108.33,,541.65,Female,26
1730,2025-03-15,West,Furniture,8,412.11,0.05,3132.036,Female,43
1731,2025-10-30,North,Furniture,4,128.04,0.1,460.94399999999996,Female,26
1732,2025-07-25,South,Furniture,2,364.36,,728.72,Female,27
1733,2025-12-11,North,Office Supplies,5,381.49,0.0,1907.45,Male,67
1734,2025-11-18,East,Electronics,10,238.2,0.15,2024.7,Female,27
1735,2025-02-06,West,Office Supplies,6,438.24,0.0,2629.44,Male,58
1736,2025-08-27,East,Furniture,7,294.56,0.15,1752.632,Male,23
1737,2025-11-05,West,Clothing,10,433.22,0.05,4115.59,Female,21
1738,2025-11-23,East,Office Supplies,2,433.26,0.1,779.868,Female,44
1739,2025-12-08,North,Electronics,5,491.63,0.0,2458.15,Female,33
1740,2025-10-27,East,Electronics,8,114.59,0.15,779.212,Female,53
1741,2025-11-07,West,Electronics,10,191.03,,1910.3,Male,55
1742,2025-11-26,South,Office Supplies,2,289.93,0.0,579.86,Female,70
1743,2025-07-21,West,Electronics,1,176.92,0.15,150.38199999999998,Female,70
1744,2025-11-18,South,Furniture,7,336.19,0.0,2353.33,Male,58
1745,2025-06-18,North,Clothing,2,149.68,0.15,254.45600000000002,Female,40
1746,2025-12-16,East,Clothing,6,179.43,0.05,1022.7509999999999,Male,38
1747,2025-08-23,South,Office Supplies,5,385.46,0.05,1830.935,Female,66
1748,2025-06-28,East,Office Supplies,3,423.14,0.0,1269.42,Male,38
1749,2025-06-06,West,Office Supplies,2,457.51,0.0,915.02,Female,58
1750,2025-04-06,East,Office Supplies,7,105.06,0.15,625.1070000000001,Female,41
1751,2025-03-23,South,Office Supplies,3,164.77,0.0,494.31000000000006,Female,66
1752,2025-10-14,North,Furniture,9,93.06,,837.54,Male,23
1753,2025-12-31,East,Furniture,10,457.78,0.15,3891.129999999999,Female,52
1754,2025-07-01,North,Office Supplies,7,70.85,0.15,421.55749999999995,Male,38
1755,2025-04-26,South,Office Supplies,8,413.94,0.05,3145.944,Male,49
1756,2025-04-25,West,Furniture,4,126.45,0.05,480.51,Male,18
1757,2025-06-01,West,Clothing,4,482.47,,1929.88,Female,53
1758,2025-10-10,West,Clothing,10,100.16,0.05,951.5199999999999,Female,63
1759,2025-07-06,South,Office Supplies,5,218.5,0.1,983.25,Female,22
1760,2025-12-21,South,Electronics,3,164.22,0.05,468.02699999999993,Female,52
1761,2025-06-10,South,Office Supplies,2,404.59,,809.18,Male,47
1762,2025-05-18,West,Clothing,10,419.12,0.15,3562.5199999999995,Female,22
1763,2025-03-29,North,Office Supplies,1,282.18,,282.18,Female,63
1764,2025-03-17,East,Office Supplies,2,342.59,0.0,685.18,Male,63
1765,2025-11-03,West,Furniture,8,218.26,0.05,1658.7759999999998,Female,37
1766,2025-10-03,West,Furniture,5,168.61,,843.0500000000001,Female,18
1767,2025-11-09,North,Electronics,1,357.5,0.1,321.75,Male,51
1768,2025-07-31,South,Furniture,3,367.62,0.05,1047.717,Male,59
1769,2025-09-11,West,Clothing,2,169.24,0.0,338.48,Female,42
1770,2025-12-23,South,Electronics,8,73.56,0.1,529.6320000000001,Female,40
1771,2025-04-01,North,Furniture,7,440.14,0.15,2618.833,Female,43
1772,2025-04-13,East,Clothing,4,178.84,0.0,715.36,Male,51
1773,2025-05-12,North,Office Supplies,1,440.25,0.0,440.25,Male,28
1774,2025-01-01,West,Office Supplies,9,11.23,0.1,90.96300000000001,Male,69
1775,2025-10-18,South,Furniture,10,190.54,0.0,1905.3999999999999,Female,29
1776,2025-10-02,South,Office Supplies,4,488.01,0.0,1952.04,Male,46
1777,2025-12-28,North,Electronics,3,256.13,0.15,653.1315,Male,69
1778,2025-06-09,South,Electronics,5,58.35,0.05,277.16249999999997,Female,30
1779,2025-11-05,West,Clothing,3,498.68,0.1,1346.436,Female,25
1780,2025-12-09,East,Furniture,9,37.4,0.05,319.7699999999999,Male,70
1781,2025-09-09,East,Electronics,4,398.06,0.0,1592.24,Female,69
1782,2025-12-04,North,Office Supplies,10,53.9,,539.0,Female,66
1783,2025-10-07,West,Furniture,4,144.87,0.05,550.506,Female,58
1784,2025-08-07,West,Electronics,7,220.39,0.0,1542.73,Female,24
1785,2025-06-14,East,Clothing,9,244.63,0.15,1871.4195,Female,67
1786,2025-12-17,South,Electronics,1,266.14,0.0,266.14,Female,55
1787,2025-10-20,North,Electronics,9,90.81,0.1,735.561,Male,37
1788,2025-07-17,North,Clothing,4,179.12,,716.48,Male,50
1789,2025-07-09,West,Furniture,1,455.78,0.0,455.78,Male,63
1790,2025-06-13,South,Electronics,2,358.45,0.15,609.365,Male,42
1791,2025-04-16,South,Office Supplies,2,462.53,0.0,925.06,Male,42
1792,2025-04-27,North,Furniture,6,459.2,0.15,2341.9199999999996,Male,56
1793,2025-05-07,East,Furniture,10,335.92,0.15,2855.32,Female,44
1794,2025-12-20,West,Office Supplies,1,210.86,0.15,179.231,Male,70
1795,2025-09-07,North,Clothing,5,302.06,0.15,1283.7549999999999,Male,60
1796,2025-12-20,North,Furniture,4,39.91,0.0,159.64,Female,22
1797,2025-04-04,West,Office Supplies,9,167.05,0.1,1353.105,Female,36
1798,2025-10-19,West,Furniture,5,58.7,0.0,293.5,Male,53
1799,2025-09-12,,Clothing,4,67.92,0.0,271.68,Male,25
1800,2025-04-28,North,Electronics,1,417.38,0.05,396.51099999999997,Male,45
1801,2025-11-12,West,Electronics,6,221.86,0.05,1264.602,Male,67
1802,2025-04-18,South,Office Supplies,6,26.66,0.0,159.96,Female,29
1803,2025-06-29,West,Clothing,8,104.32,0.0,834.56,Male,36
1804,2025-09-16,East,Clothing,2,116.49,0.05,221.331,Male,46
1805,2025-02-05,South,Furniture,4,302.82,0.1,1090.152,Female,21
1806,2025-02-27,North,Furniture,2,207.91,,415.82,Female,41
1807,2025-01-20,North,Clothing,3,451.25,0.05,1286.0625,Male,54
1808,2025-01-30,South,Electronics,7,385.5,0.0,2698.5,Male,19
1809,2025-11-29,East,Clothing,8,468.92,0.15,3188.656,Female,65
1810,2025-05-02,West,Clothing,8,308.24,0.1,2219.328,Male,47
1811,2025-10-02,South,Clothing,6,115.8,0.1,625.3199999999999,Female,28
1812,2025-07-08,South,Electronics,1,218.71,0.1,196.839,Female,44
1813,2025-12-30,South,Office Supplies,9,426.58,0.15,3263.3369999999995,Male,43
1814,2025-08-04,West,Clothing,7,232.99,0.15,1386.2905,Female,41
1815,2025-06-22,South,Furniture,6,334.36,0.05,1905.852,Male,63
1816,2025-04-08,East,Clothing,10,101.33,,1013.3,Female,41
1817,2025-11-26,West,Electronics,5,110.69,0.05,525.7775,Female,37
1818,2025-11-16,East,Furniture,7,30.19,0.05,200.7635,Female,51
1819,2025-08-10,South,Clothing,3,471.88,0.0,1415.6399999999999,Male,35
1820,2025-12-15,South,Furniture,10,385.77,0.15,3279.0449999999996,Female,38
1821,2025-08-28,West,Office Supplies,4,434.67,0.05,1651.746,Male,61
1822,2025-02-19,North,Office Supplies,2,47.45,0.0,94.9,Male,38
1823,2025-07-02,East,Electronics,4,373.07,0.05,1417.666,Female,57
1824,2025-06-11,West,Office Supplies,10,452.73,0.15,3848.205,Male,36
1825,2025-06-05,South,Furniture,2,402.16,0.05,764.104,Female,25
1826,2025-09-30,West,Office Supplies,10,207.79,,2077.9,Male,25
1827,2025-12-06,North,Furniture,3,455.05,0.0,1365.15,Female,48
1828,2025-07-14,East,Clothing,8,89.38,0.0,715.04,Male,46
1829,2025-01-11,East,Office Supplies,8,473.57,,3788.56,Male,41
1830,2025-02-05,West,Furniture,3,71.8,0.1,193.85999999999999,Male,68
1831,2025-12-09,East,Electronics,4,480.98,0.1,1731.528,Female,56
1832,2025-09-11,West,Furniture,1,312.82,,312.82,Female,34
1833,2025-04-09,North,Clothing,9,143.72,,1293.48,Female,28
1834,2025-01-27,West,Clothing,4,351.75,0.1,1266.3,Female,20
1835,2025-05-20,North,Furniture,8,331.41,0.1,2386.152,Male,65
1836,2025-10-21,West,Clothing,1,154.84,0.05,147.09799999999998,Female,20
1837,2025-12-22,East,Clothing,5,349.94,0.1,1574.73,Female,63
1838,2025-06-25,South,Clothing,3,471.74,0.1,1273.698,Female,35
1839,2025-02-12,East,Electronics,8,459.79,0.0,3678.32,Male,69
1840,2025-03-07,East,Electronics,2,125.27,0.05,238.01299999999998,Male,54
1841,2025-05-02,North,Office Supplies,2,432.53,0.0,865.06,Male,27
1842,2025-10-26,,Electronics,8,317.35,0.1,2284.92,Male,63
1843,2025-03-13,South,Electronics,4,459.41,0.0,1837.64,Male,18
1844,2025-08-10,West,Office Supplies,4,109.06,0.0,436.24,Male,48
1845,2025-04-12,West,Office Supplies,8,304.7,0.05,2315.72,Male,46
1846,2025-04-05,South,Office Supplies,9,8.13,0.05,69.5115,Male,52
1847,2025-10-22,South,Furniture,4,351.48,0.0,1405.92,Female,66
1848,2025-04-27,East,Clothing,3,200.36,,601.08,Female,31
1849,2025-08-07,North,Office Supplies,5,413.11,0.05,1962.2725,Female,66
1850,2025-03-24,East,Electronics,2,35.5,0.15,60.35,Female,23
1851,2025-12-12,East,Office Supplies,8,10.94,0.0,87.52,Male,54
1852,2025-05-15,East,Clothing,6,228.14,0.15,1163.514,Female,66
1853,2025-09-08,South,Furniture,6,275.23,0.05,1568.811,Male,62
1854,2025-06-30,East,Clothing,7,235.15,0.15,1399.1425,Female,47
1855,2025-08-20,West,Electronics,3,75.33,0.15,192.0915,Male,68
1856,2025-06-12,West,Office Supplies,7,494.93,0.05,3291.2845,Male,45
1857,2025-12-05,South,Electronics,3,79.76,0.05,227.31600000000003,Male,43
1858,2025-08-30,North,Clothing,3,139.09,0.05,396.40649999999994,Female,28
1859,2025-06-05,West,Clothing,9,142.45,0.05,1217.9475,Female,45
1860,2025-03-23,East,Electronics,8,484.7,0.0,3877.6,Male,38
1861,2025-12-28,South,Clothing,8,305.87,0.05,2324.612,Male,44
1862,2025-09-09,East,Office Supplies,1,478.64,0.05,454.70799999999997,Female,57
1863,2025-03-04,East,Office Supplies,10,69.07,0.1,621.63,Male,41
1864,2025-10-17,East,Clothing,8,36.25,0.15,246.5,Male,31
1865,2025-06-17,West,Office Supplies,4,455.52,0.1,1639.872,Female,54
1866,2025-06-19,South,Furniture,4,451.42,0.1,1625.112,Male,49
1867,2025-10-16,North,Clothing,8,445.83,0.1,3209.976,Male,57
1868,2025-06-14,East,Electronics,2,266.97,0.15,453.84900000000005,Female,42
1869,2025-04-09,North,Clothing,5,357.39,0.1,1608.2549999999999,Male,32
1870,2025-11-21,West,Furniture,1,166.97,,166.97,Female,38
1871,2025-09-06,South,Furniture,6,304.36,,1826.16,Male,36
1872,2025-02-01,East,Furniture,4,264.13,,1056.52,Female,45
1873,2025-12-25,South,Office Supplies,1,152.6,0.05,144.97,Male,19
1874,2025-11-30,South,Clothing,7,43.96,0.15,261.562,Female,53
1875,2025-03-22,North,Office Supplies,10,224.85,0.1,2023.65,Female,35
1876,2025-04-12,South,Office Supplies,10,229.4,0.05,2179.2999999999997,Male,25
1877,2025-01-27,South,Office Supplies,6,278.52,0.1,1504.008,Female,53
1878,2025-01-14,South,Office Supplies,7,324.93,0.15,1933.3335000000002,Male,59
1879,2025-05-25,North,Electronics,6,284.98,,1709.88,Male,49
1880,2025-02-02,South,Furniture,2,74.26,0.0,148.52,Male,66
1881,2025-07-04,East,Electronics,6,172.39,0.15,879.1889999999999,Female,43
1882,2025-10-07,South,Electronics,1,264.72,0.15,225.01200000000003,Male,46
1883,2025-03-23,South,Furniture,2,382.57,0.1,688.626,Male,59
1884,2025-12-16,West,Electronics,9,16.99,0.05,145.2645,Male,32
1885,2025-04-30,East,Office Supplies,3,477.44,0.05,1360.704,Female,66
1886,2025-11-21,West,Electronics,7,14.53,0.1,91.539,Female,53
1887,2025-02-04,South,Furniture,1,104.06,0.0,104.06,Female,18
1888,2025-06-28,South,Clothing,2,292.88,0.1,527.184,Male,27
1889,2025-10-02,East,Office Supplies,1,458.02,,458.02,Female,50
1890,2025-07-18,East,Office Supplies,3,418.24,,1254.72,Male,38
1891,2025-05-14,West,Electronics,7,63.99,0.1,403.137,Female,56
1892,2025-11-30,South,Electronics,9,386.16,0.05,3301.668,Male,42
1893,2025-02-24,East,Furniture,4,104.07,,416.28,Female,41
1894,2025-08-26,East,Furniture,1,325.68,0.05,309.396,Male,37
1895,2025-01-07,South,Clothing,4,415.65,0.1,1496.34,Female,64
