FarmerID,FarmID,Region,County,Crop,Variety,FarmSize,SoilType,Rainfall,Temperature,FertilizerUsed,PesticideUsed,IrrigationMethod,LaborHours,PlantingDate,HarvestDate,Production,MarketPrice,Revenue,FarmerAge,FarmerGender,FarmingExperience,TrainingReceived,YieldCategory
7237,F8237,Nyanza,Nyeri,Maize,Hybrid A,1.0,Clay,761.9,26.5,85.5,2.3,Flood,837.6,2024-05-01,2024-09-19,952.4,72.71,69249.0,73,Male,19,No,High
7238,F8238,Western,Kisumu,Beans,Hybrid A,9.88,Sandy,1577.4,15.1,782.9,23.6,Flood,224.0,2024-11-28,2025-02-27,7647.2,85.27,652076.74,20,Female,7,No,High
7239,F8239,Western,Kilifi,Wheat,Local,19.57,Sandy,246.2,27.0,288.1,10.0,Drip,491.2,2024-08-09,2024-10-30,9503.6,85.93,816644.35,57,Male,24,Yes,Low
7240,F8240,Nyanza,Kisumu,Beans,Hybrid B,0.95,Loam,1323.0,15.6,680.6,41.2,Drip,411.3,2024-10-01,2025-03-09,2566.1,67.35,172826.83,70,Male,1,No,High
7241,F8241,Coast,Machakos,Wheat,Hybrid B,13.44,Silt,728.3,28.6,599.4,44.7,Drip,428.5,2024-04-21,2024-09-30,6296.2,77.98,490977.68,32,Male,29,Yes,High
7242,F8242,Eastern,Kisumu,Maize,Improved,6.06,Loam,531.6,24.3,132.9,11.3,Flood,159.0,2024-05-19,2024-08-18,3713.3,94.8,352020.84,27,Female,14,No,High
7243,F8243,Eastern,Nyeri,Sorghum,Hybrid A,19.17,Sandy,1770.8,28.3,714.8,25.7,Flood,269.8,2024-04-01,2024-08-17,12182.4,85.38,1040133.31,52,Male,34,No,High
7244,F8244,Central,Nakuru,Wheat,Hybrid B,19.19,Loam,1177.1,32.6,563.2,1.9,Flood,132.3,2024-07-02,2024-11-14,11431.5,56.71,648280.36,42,Male,29,No,Medium
7245,F8245,Central,Kisumu,Sorghum,Hybrid B,8.54,Sandy,860.3,23.2,718.8,13.4,Drip,141.0,2024-09-25,2025-02-21,6261.6,96.28,602866.85,51,Female,40,Yes,Low
7246,F8246,Rift Valley,Nyeri,Potatoes,Hybrid B,6.84,Silt,472.3,21.1,460.3,40.5,Flood,926.1,2024-10-18,2025-03-06,2827.1,67.45,190687.89,51,Female,18,Yes,Medium
7247,F8247,Nyanza,Nakuru,Potatoes,Improved,9.85,Silt,982.0,22.6,613.8,38.9,Rain-fed,120.8,2024-04-27,2024-07-12,7309.7,79.16,578635.85,41,Female,38,No,Medium
7248,F8248,Eastern,Machakos,Potatoes,Local,3.53,Sandy,392.7,26.0,300.9,42.2,Drip,615.6,2024-01-15,2024-07-02,2548.9,114.32,291390.25,63,Male,35,Yes,Medium
7249,F8249,Western,Machakos,Potatoes,Hybrid A,4.85,Clay,867.7,25.2,718.0,32.2,Rain-fed,822.3,2024-06-03,2024-11-29,3418.8,43.31,148068.23,68,Female,9,Yes,Medium
7250,F8250,Central,Kisumu,Potatoes,Local,9.99,Sandy,1250.5,16.2,316.1,22.7,Drip,110.1,2024-06-17,2024-11-13,2478.0,39.02,96691.56,29,Female,19,Yes,Medium
7251,F8251,Rift Valley,Kisumu,Potatoes,Hybrid A,1.23,Silt,783.6,34.5,25.7,21.2,Flood,262.5,2024-01-21,2024-07-19,851.4,62.7,53382.78,69,Male,5,No,Medium
7252,F8252,Eastern,Nyeri,Maize,Hybrid A,2.98,Loam,1240.9,34.2,189.6,24.3,Flood,490.8,2024-09-26,2025-01-04,2331.9,84.68,197465.29,54,Female,25,No,Low
7253,F8253,Nyanza,Nyeri,Sorghum,Local,17.73,Silt,893.3,25.7,271.6,5.4,Flood,309.7,2024-08-18,2024-11-25,5165.1,107.7,556281.27,70,Female,12,No,Medium
7254,F8254,Nyanza,Nakuru,Sorghum,Improved,6.22,Loam,1238.5,32.6,25.6,8.7,Sprinkler,77.1,2024-01-03,2024-03-21,2013.2,86.83,174806.16,48,Male,7,Yes,High
7255,F8255,Nyanza,Machakos,Wheat,Hybrid B,19.41,Silt,1045.0,23.9,603.1,48.6,Flood,642.5,2024-09-06,2025-01-27,12482.3,69.0,861278.7,66,Female,40,Yes,Medium
7256,F8256,Rift Valley,Nyeri,Sorghum,Improved,15.93,Loam,474.3,24.0,413.5,10.4,Sprinkler,801.3,2024-12-18,2025-03-04,3586.2,33.68,120783.22,65,Female,30,No,Low
7257,F8257,Eastern,Meru,Potatoes,Hybrid A,9.49,Loam,1128.3,21.4,699.0,40.6,Sprinkler,899.7,2024-03-19,2024-08-17,6811.3,118.81,809250.55,54,Female,13,Yes,High
7258,F8258,Western,Kilifi,Maize,Local,12.46,Loam,1340.1,17.1,502.2,7.2,Flood,597.7,2024-06-28,2024-12-17,4431.6,117.07,518807.41,69,Male,2,Yes,Medium
7259,F8259,Rift Valley,Machakos,Sorghum,Improved,3.47,Sandy,290.4,32.4,770.4,15.1,Rain-fed,536.0,2024-10-08,2025-01-20,2696.1,99.39,267965.38,69,Male,39,No,High
7260,F8260,Nyanza,Meru,Beans,Hybrid B,7.95,Sandy,427.7,31.0,600.4,18.3,Flood,476.9,2024-08-14,2025-02-02,2900.3,113.37,328807.01,45,Female,2,Yes,Low
7261,F8261,Western,Nyeri,Maize,Improved,8.6,Sandy,1291.3,30.9,716.9,21.4,Drip,410.5,2024-01-13,2024-06-02,6699.4,45.86,307234.48,39,Male,2,Yes,Low
7262,F8262,Western,Machakos,Wheat,Hybrid B,18.67,Clay,1354.3,18.5,45.9,5.1,Flood,477.4,2024-03-16,2024-06-15,5282.6,32.6,172212.76,63,Female,7,No,Medium
7263,F8263,Rift Valley,Meru,Rice,Local,9.93,Loam,540.7,15.5,222.9,33.1,Sprinkler,431.4,2024-11-11,2025-02-06,2937.9,49.26,144720.95,66,Male,13,Yes,High
7264,F8264,Western,Kilifi,Sorghum,Improved,9.18,Clay,1071.7,15.8,482.6,10.4,Flood,988.3,2024-01-04,2024-06-20,5819.7,77.82,452889.05,53,Female,1,Yes,Low
7265,F8265,Rift Valley,Kisumu,Beans,Hybrid B,1.48,Silt,433.9,33.1,661.3,30.4,Drip,254.1,2024-06-23,2024-10-12,1825.0,108.44,197903.0,38,Male,33,Yes,High
7266,F8266,Western,Kilifi,Wheat,Improved,12.45,Silt,482.9,31.1,509.3,29.2,Drip,194.4,2024-11-07,2025-01-19,8296.4,55.71,462192.44,52,Female,23,No,Medium
7267,F8267,Nyanza,Meru,Maize,Improved,12.81,Loam,1493.5,25.6,546.4,8.8,Drip,331.7,2024-06-12,2024-11-21,5562.9,50.51,280982.08,32,Male,8,Yes,Medium
7268,F8268,Rift Valley,Meru,Wheat,Improved,10.3,Silt,1280.1,30.4,629.2,46.5,Flood,968.1,2024-05-09,2024-09-25,4751.2,81.68,388078.02,55,Female,32,Yes,Low
7269,F8269,Coast,Nyeri,Wheat,Local,10.01,Clay,1492.7,33.0,662.1,11.0,Flood,644.1,2024-01-01,2024-05-09,6976.3,34.93,243682.16,62,Female,7,No,Low
7270,F8270,Coast,Nyeri,Wheat,Local,7.55,Clay,1334.2,26.2,355.7,7.8,Sprinkler,220.7,2024-01-02,2024-03-16,3196.6,91.7,293128.22,64,Male,17,No,High
7271,F8271,Coast,Nakuru,Wheat,Hybrid A,4.15,Clay,1583.4,25.0,340.1,6.7,Rain-fed,278.9,2024-06-24,2024-11-24,2906.0,62.52,181683.12,64,Female,17,Yes,Low
7272,F8272,Nyanza,Kisumu,Rice,Hybrid B,5.54,Loam,619.7,24.0,253.2,5.1,Rain-fed,161.6,2024-01-17,2024-05-31,2600.6,102.05,265391.23,70,Male,16,Yes,Medium
7273,F8273,Eastern,Meru,Sorghum,Hybrid A,5.97,Loam,1551.7,30.9,55.9,46.0,Sprinkler,782.7,2024-07-17,2024-10-29,3981.2,119.23,474678.48,57,Female,40,Yes,Medium
7274,F8274,Eastern,Nyeri,Sorghum,Improved,13.75,Loam,990.3,27.3,715.5,21.8,Rain-fed,711.8,2024-09-12,2024-12-20,3364.7,44.71,150435.74,73,Female,16,Yes,High
7275,F8275,Nyanza,Machakos,Potatoes,Hybrid A,6.68,Loam,1498.1,19.8,143.9,2.2,Flood,254.6,2024-11-20,2025-03-24,2708.0,98.22,265979.76,54,Female,23,Yes,Medium
7276,F8276,Rift Valley,Machakos,Maize,Hybrid B,12.24,Sandy,1279.3,21.6,514.6,2.2,Drip,580.7,2024-04-25,2024-08-10,4739.6,68.73,325752.71,38,Male,9,No,Low
7277,F8277,Eastern,Nakuru,Beans,Hybrid A,5.94,Silt,1764.7,15.4,354.6,9.6,Drip,318.1,2024-07-13,2024-12-19,4414.6,86.01,379699.75,48,Male,8,No,Medium
7278,F8278,Western,Machakos,Rice,Improved,14.09,Clay,630.4,23.9,724.0,6.9,Drip,276.8,2024-01-08,2024-06-09,3232.6,55.11,178148.59,29,Female,40,No,High
7279,F8279,Central,Kisumu,Maize,Local,5.24,Sandy,543.5,25.8,438.4,42.7,Rain-fed,794.8,2024-07-19,2024-10-23,2026.4,106.81,216439.78,40,Female,36,Yes,Medium
7280,F8280,Nyanza,Nakuru,Maize,Improved,19.52,Loam,1207.4,34.2,219.9,21.9,Rain-fed,93.9,2024-08-07,2025-01-01,12785.0,72.78,930492.3,60,Male,38,Yes,High
7281,F8281,Rift Valley,Kisumu,Wheat,Local,13.88,Silt,1483.7,34.3,127.8,27.5,Rain-fed,309.6,2024-07-05,2024-10-14,6148.2,47.6,292654.32,28,Female,36,No,Medium
7282,F8282,Eastern,Nyeri,Beans,Improved,13.26,Clay,669.3,25.1,178.7,24.5,Sprinkler,467.2,2024-08-27,2024-12-31,6816.3,38.12,259837.36,69,Male,33,No,Medium
7283,F8283,Central,Nakuru,Maize,Local,2.55,Sandy,1584.1,21.7,202.2,46.4,Sprinkler,287.5,2024-11-27,2025-05-07,3029.3,21.43,64917.9,27,Male,5,Yes,Medium
7284,F8284,Central,Meru,Potatoes,Improved,16.98,Loam,849.4,34.2,615.3,4.7,Flood,613.5,2024-03-30,2024-08-21,6019.5,57.65,347024.17,60,Female,23,No,Low
7285,F8285,Eastern,Nakuru,Wheat,Hybrid B,10.67,Silt,1582.0,15.7,569.5,33.3,Sprinkler,772.2,2024-10-04,2025-03-07,5903.1,68.0,401410.8,69,Male,22,No,Low
7286,F8286,Rift Valley,Kisumu,Maize,Improved,15.43,Sandy,1193.4,22.2,614.4,41.6,Rain-fed,67.1,2024-07-06,2024-11-17,6257.3,22.85,142979.31,49,Male,37,Yes,Low
7287,F8287,Rift Valley,Nakuru,Sorghum,Improved,10.71,Silt,1796.3,23.3,173.8,33.3,Flood,481.2,2024-10-17,2025-01-26,3116.3,118.03,367816.89,56,Female,13,No,Low
7288,F8288,Rift Valley,Nyeri,Potatoes,Local,7.43,Sandy,941.8,15.9,568.2,40.4,Flood,764.0,2024-03-21,2024-08-30,3868.7,58.01,224423.29,48,Male,19,Yes,Low
7289,F8289,Coast,Kisumu,Potatoes,Hybrid B,12.86,Loam,214.3,25.7,546.5,16.8,Rain-fed,882.1,2024-12-02,2025-05-28,4169.1,63.89,266363.8,37,Female,5,Yes,High
7290,F8290,Coast,Nyeri,Rice,Hybrid B,12.68,Sandy,830.7,33.2,706.6,24.1,Flood,667.7,2024-12-13,2025-05-19,7512.4,39.13,293960.21,21,Male,29,No,Low
7291,F8291,Nyanza,Kisumu,Rice,Hybrid A,11.34,Clay,660.6,24.1,749.0,47.9,Sprinkler,222.6,2024-01-14,2024-07-03,7440.7,21.79,162132.85,75,Female,5,No,Medium
7292,F8292,Coast,Machakos,Potatoes,Hybrid B,17.45,Sandy,488.1,18.6,292.5,32.7,Drip,696.8,2024-01-25,2024-05-16,8818.7,74.51,657081.34,32,Female,8,Yes,Medium
7293,F8293,Coast,Meru,Maize,Improved,1.56,Silt,1084.4,24.8,134.1,49.6,Drip,220.6,2024-10-24,2025-02-13,1774.5,115.39,204759.55,62,Female,18,No,Low
7294,F8294,Eastern,Nyeri,Rice,Local,8.41,Clay,557.9,34.0,791.9,37.1,Flood,273.6,2024-09-03,2024-11-24,6670.5,35.56,237202.98,57,Female,13,Yes,Medium
7295,F8295,Coast,Kisumu,Potatoes,Hybrid B,7.78,Silt,1032.7,20.6,374.4,13.6,Drip,343.3,2024-05-06,2024-07-20,4114.9,79.9,328780.51,45,Female,3,No,High
7296,F8296,Nyanza,Kilifi,Rice,Hybrid B,14.19,Clay,1521.1,25.9,135.0,19.7,Flood,343.8,2024-07-30,2024-10-12,3179.3,67.39,214253.03,27,Male,16,No,Low
7297,F8297,Nyanza,Kilifi,Sorghum,Local,15.38,Loam,1542.5,34.9,158.2,16.4,Rain-fed,893.2,2024-06-06,2024-09-27,9920.8,44.65,442963.72,53,Male,23,Yes,Medium
7298,F8298,Nyanza,Meru,Rice,Hybrid A,19.89,Clay,773.0,31.3,783.0,22.8,Sprinkler,434.1,2024-06-19,2024-11-30,9399.9,36.48,342908.35,70,Male,5,Yes,Low
7299,F8299,Rift Valley,Kisumu,Potatoes,Local,15.71,Silt,1103.8,18.4,254.4,21.6,Sprinkler,880.1,2024-09-26,2025-03-01,10131.7,39.37,398885.03,37,Male,22,No,High
7300,F8300,Western,Nakuru,Wheat,Hybrid A,2.47,Sandy,736.5,17.4,771.4,7.0,Sprinkler,397.6,2024-01-07,2024-04-03,2709.6,103.21,279657.82,22,Male,16,Yes,High
7301,F8301,Central,Kilifi,Maize,Hybrid A,12.77,Silt,1212.1,17.0,697.1,19.4,Flood,888.7,2024-07-31,2024-11-17,9241.9,92.9,858572.51,42,Female,34,No,Low
7302,F8302,Eastern,Kilifi,Sorghum,Improved,14.99,Loam,377.8,25.2,539.2,48.2,Sprinkler,862.5,2024-03-24,2024-08-31,9859.3,39.86,392991.7,55,Male,28,No,High
7303,F8303,Nyanza,Kilifi,Maize,Hybrid A,6.22,Clay,497.3,30.1,114.2,28.3,Rain-fed,385.8,2024-03-24,2024-07-01,2942.5,58.72,172783.6,61,Male,36,No,Low
7304,F8304,Rift Valley,Nakuru,Sorghum,Hybrid B,8.08,Loam,361.9,31.9,347.5,20.7,Rain-fed,845.3,2024-12-19,2025-04-20,4760.1,82.24,391470.62,25,Female,18,Yes,Low
7305,F8305,Coast,Nakuru,Rice,Local,6.51,Sandy,1582.0,19.5,489.7,36.8,Sprinkler,561.3,2024-12-14,2025-03-30,5820.5,29.01,168852.71,42,Male,21,Yes,Medium
7306,F8306,Central,Machakos,Sorghum,Local,15.84,Silt,1448.0,15.4,312.5,18.5,Sprinkler,798.4,2024-10-09,2025-03-04,9231.8,31.47,290524.75,58,Female,12,Yes,High
7307,F8307,Western,Nyeri,Beans,Hybrid A,14.22,Sandy,1658.5,17.3,193.0,14.0,Sprinkler,153.6,2024-06-04,2024-11-22,3707.0,50.78,188241.46,43,Male,7,No,High
7308,F8308,Eastern,Nyeri,Maize,Hybrid B,16.87,Sandy,1472.3,22.5,620.8,9.7,Drip,800.7,2024-05-17,2024-11-04,12429.3,97.63,1213472.56,31,Female,12,Yes,High
7309,F8309,Eastern,Nakuru,Beans,Hybrid A,14.36,Silt,995.1,18.7,602.9,47.1,Drip,751.3,2024-12-14,2025-03-23,5181.0,25.19,130509.39,25,Male,40,No,Medium
7310,F8310,Eastern,Meru,Rice,Hybrid B,9.44,Silt,1470.7,15.7,219.4,30.4,Drip,429.5,2024-07-30,2024-10-29,6058.7,73.93,447919.69,75,Male,20,No,Low
7311,F8311,Central,Kilifi,Beans,Hybrid B,13.09,Loam,301.9,30.2,723.6,10.6,Drip,856.3,2024-08-02,2024-10-17,4087.6,95.85,391796.46,74,Female,13,No,High
7312,F8312,Rift Valley,Machakos,Rice,Hybrid A,13.55,Silt,343.8,25.4,597.7,30.2,Rain-fed,708.1,2024-08-25,2025-01-29,8751.9,47.07,411951.93,68,Female,4,No,Low
7313,F8313,Western,Kilifi,Beans,Hybrid A,1.32,Clay,966.4,33.6,560.8,10.5,Drip,349.8,2024-05-19,2024-09-03,2660.8,85.52,227551.62,60,Male,3,Yes,Low
7314,F8314,Central,Kilifi,Sorghum,Hybrid A,2.53,Loam,1479.3,28.4,168.7,23.3,Sprinkler,543.5,2024-02-14,2024-06-30,1931.2,58.55,113071.76,22,Female,1,No,High
7315,F8315,Central,Nakuru,Rice,Improved,17.49,Clay,406.8,30.7,791.8,32.1,Drip,977.8,2024-09-23,2025-02-17,8188.7,68.88,564037.66,68,Female,13,Yes,Medium
7316,F8316,Nyanza,Kisumu,Rice,Hybrid B,13.56,Loam,845.9,24.2,773.9,23.9,Flood,164.5,2024-02-23,2024-05-05,6532.0,89.94,587488.08,52,Female,12,Yes,Medium
7317,F8317,Western,Machakos,Maize,Local,0.81,Silt,676.7,23.9,750.3,14.0,Rain-fed,972.8,2024-11-19,2025-03-16,2288.8,46.89,107321.83,64,Male,2,No,High
7318,F8318,Rift Valley,Machakos,Sorghum,Hybrid A,10.41,Silt,1167.5,27.0,719.7,14.1,Sprinkler,595.2,2024-03-17,2024-06-26,3320.9,96.4,320134.76,26,Female,9,No,Medium
7319,F8319,Eastern,Nyeri,Sorghum,Hybrid A,7.0,Sandy,606.6,22.4,260.3,47.7,Sprinkler,746.5,2024-02-03,2024-07-09,4539.3,22.82,103586.83,42,Female,5,No,Low
7320,F8320,Central,Kilifi,Sorghum,Improved,3.52,Silt,1017.7,22.9,688.4,43.1,Flood,477.7,2024-08-25,2025-01-26,3327.2,32.9,109464.88,68,Female,17,No,Medium
7321,F8321,Central,Nyeri,Maize,Hybrid B,5.58,Clay,1012.4,17.4,786.8,22.9,Flood,963.0,2024-06-19,2024-11-14,4460.7,90.44,403425.71,22,Male,18,No,Low
7322,F8322,Western,Nyeri,Wheat,Improved,11.49,Silt,1187.1,22.1,440.7,0.6,Rain-fed,351.9,2024-01-30,2024-05-03,7057.1,76.48,539727.01,41,Male,15,No,Medium
7323,F8323,Central,Machakos,Beans,Hybrid A,9.66,Silt,1349.6,20.6,456.8,50.0,Rain-fed,913.0,2024-06-04,2024-09-17,6819.9,111.39,759668.66,60,Male,28,No,High
7324,F8324,Eastern,Machakos,Wheat,Hybrid A,1.56,Silt,987.4,29.1,586.3,11.6,Rain-fed,445.8,2024-06-16,2024-09-23,2742.2,104.77,287300.29,57,Male,8,Yes,Low
7325,F8325,Rift Valley,Meru,Potatoes,Hybrid B,5.04,Sandy,621.6,24.3,616.7,5.1,Drip,979.2,2024-03-08,2024-05-27,3743.4,91.87,343906.16,54,Female,40,Yes,Low
7326,F8326,Rift Valley,Machakos,Beans,Hybrid A,1.21,Loam,1043.8,34.0,521.7,40.0,Rain-fed,479.3,2024-10-19,2025-02-03,2414.8,58.04,140154.99,46,Female,33,No,Low
7327,F8327,Eastern,Kisumu,Sorghum,Improved,11.42,Sandy,362.4,24.2,521.3,21.7,Drip,527.0,2024-12-29,2025-05-07,5384.0,82.73,445418.32,42,Female,17,No,Medium
7328,F8328,Nyanza,Machakos,Beans,Improved,7.62,Loam,1471.5,21.2,378.4,2.2,Sprinkler,564.0,2024-12-22,2025-05-18,3876.3,83.37,323167.13,40,Male,11,Yes,Medium
7329,F8329,Coast,Kilifi,Beans,Hybrid B,1.39,Loam,1790.9,28.9,458.4,24.1,Rain-fed,771.8,2024-05-10,2024-08-31,3035.4,34.13,103598.2,25,Male,35,No,High
7330,F8330,Eastern,Nyeri,Maize,Hybrid A,4.49,Loam,375.4,28.7,277.8,17.0,Sprinkler,660.9,2024-12-14,2025-02-24,3161.7,46.53,147113.9,62,Female,7,No,Low
7331,F8331,Nyanza,Nakuru,Maize,Hybrid A,16.8,Clay,442.8,27.9,581.7,8.3,Flood,657.5,2024-05-17,2024-09-20,8402.2,86.57,727378.45,60,Male,15,No,High
7332,F8332,Central,Kisumu,Maize,Hybrid A,1.11,Loam,1343.9,18.6,257.4,43.4,Flood,519.8,2024-08-28,2024-12-28,2059.4,88.63,182524.62,61,Female,31,Yes,High
7333,F8333,Nyanza,Machakos,Potatoes,Improved,13.85,Clay,918.1,20.8,82.6,23.3,Sprinkler,680.9,2024-11-07,2025-03-07,6130.3,118.88,728770.06,26,Female,1,No,Medium
7334,F8334,Rift Valley,Machakos,Maize,Local,8.63,Silt,1440.9,23.5,108.4,10.4,Flood,315.1,2024-03-06,2024-08-24,5936.5,108.82,646009.93,20,Male,27,Yes,Medium
7335,F8335,Western,Nyeri,Maize,Hybrid B,14.28,Clay,1264.7,26.3,415.9,12.2,Rain-fed,497.9,2024-09-23,2025-02-08,8777.4,63.2,554731.68,24,Female,20,No,Medium
7336,F8336,Eastern,Nakuru,Rice,Hybrid A,17.75,Sandy,1047.9,32.8,201.0,19.2,Rain-fed,872.0,2024-01-18,2024-06-29,8880.7,23.96,212781.57,54,Female,12,No,High
7337,F8337,Central,Nakuru,Wheat,Hybrid A,2.94,Loam,1559.8,30.7,53.1,36.6,Sprinkler,342.1,2024-11-23,2025-05-06,1967.2,61.91,121789.35,66,Male,19,No,Medium
7338,F8338,Central,Kilifi,Maize,Hybrid A,3.39,Clay,475.1,28.3,496.2,21.2,Sprinkler,810.4,2024-02-15,2024-06-27,3199.0,92.75,296707.25,49,Male,38,No,Low
7339,F8339,Nyanza,Kilifi,Potatoes,Hybrid A,16.29,Clay,475.6,24.4,156.6,22.9,Flood,79.5,2024-01-13,2024-04-02,8377.8,95.52,800247.46,74,Male,8,Yes,Low
7340,F8340,Rift Valley,Nyeri,Potatoes,Local,11.31,Loam,538.8,19.6,588.8,8.7,Drip,959.6,2024-07-29,2024-11-05,6848.1,46.81,320559.56,30,Female,6,Yes,High
7341,F8341,Western,Machakos,Potatoes,Improved,8.4,Loam,392.7,21.4,243.8,26.3,Drip,187.5,2024-06-23,2024-11-09,4261.7,24.27,103431.46,38,Male,39,Yes,High
7342,F8342,Coast,Meru,Potatoes,Local,6.62,Clay,647.8,24.9,363.6,32.1,Flood,358.9,2024-09-24,2025-02-27,2633.9,65.12,171519.57,70,Female,39,No,Low
7343,F8343,Nyanza,Kilifi,Wheat,Improved,17.58,Sandy,1036.1,30.2,42.9,17.0,Sprinkler,858.9,2024-07-31,2024-10-25,7327.6,99.72,730708.27,56,Female,31,Yes,Low
7344,F8344,Eastern,Nyeri,Rice,Hybrid B,9.1,Loam,466.0,20.6,627.6,0.4,Sprinkler,247.9,2024-06-24,2024-09-22,3719.8,68.32,254136.74,69,Female,26,Yes,Low
7345,F8345,Rift Valley,Meru,Sorghum,Improved,15.3,Silt,1020.0,33.9,284.6,47.1,Drip,900.1,2024-06-29,2024-11-17,8387.7,45.77,383905.03,52,Male,26,No,Low
7346,F8346,Rift Valley,Meru,Sorghum,Hybrid A,15.62,Silt,1318.9,28.9,169.5,30.2,Rain-fed,684.4,2024-10-27,2025-04-06,2998.5,62.9,188605.65,36,Male,19,Yes,High
7347,F8347,Western,Meru,Beans,Hybrid A,1.12,Loam,1408.3,15.9,732.3,13.6,Sprinkler,701.7,2024-12-02,2025-02-20,2870.4,119.87,344074.85,31,Male,24,No,Medium
7348,F8348,Coast,Nyeri,Sorghum,Improved,19.06,Sandy,947.6,33.6,364.1,42.8,Drip,860.5,2024-06-30,2024-10-06,11953.8,93.95,1123059.51,31,Male,25,Yes,Medium
7349,F8349,Coast,Kilifi,Rice,Hybrid A,5.07,Clay,1215.5,32.3,330.8,48.4,Flood,865.0,2024-11-15,2025-04-12,2894.0,105.45,305172.3,72,Female,31,No,Low
7350,F8350,Central,Nyeri,Beans,Hybrid A,17.26,Clay,1370.4,23.3,156.3,2.1,Rain-fed,399.1,2024-12-12,2025-06-06,5729.7,27.47,157394.86,75,Male,12,No,Medium
7351,F8351,Nyanza,Kisumu,Rice,Local,19.02,Loam,695.6,34.6,547.2,9.3,Drip,917.0,2024-08-30,2025-02-24,7182.8,79.99,574552.17,73,Male,9,Yes,Medium
7352,F8352,Coast,Machakos,Potatoes,Improved,5.93,Sandy,1421.8,26.1,320.8,40.0,Rain-fed,252.6,2024-12-20,2025-04-30,3393.0,88.03,298685.79,66,Female,4,No,High
7353,F8353,Nyanza,Nyeri,Sorghum,Improved,14.33,Clay,520.5,19.0,197.4,34.4,Sprinkler,614.6,2024-06-19,2024-11-16,5268.6,64.61,340404.25,31,Male,32,Yes,High
7354,F8354,Eastern,Kisumu,Maize,Hybrid A,2.56,Loam,972.5,22.4,201.3,8.2,Rain-fed,437.0,2024-08-05,2024-10-17,1410.1,78.03,110030.1,44,Male,13,No,Medium
7355,F8355,Central,Machakos,Rice,Hybrid A,10.24,Sandy,1565.5,21.2,756.4,14.3,Sprinkler,851.7,2024-12-06,2025-04-13,5750.0,56.95,327462.5,41,Male,2,Yes,Medium
7356,F8356,Coast,Nakuru,Beans,Improved,14.55,Loam,228.5,16.4,100.4,12.7,Sprinkler,461.7,2024-11-25,2025-02-16,2641.5,38.34,101275.11,31,Female,27,No,Low
7357,F8357,Rift Valley,Machakos,Wheat,Hybrid A,15.76,Loam,535.7,23.4,21.2,9.4,Sprinkler,853.6,2024-01-23,2024-07-06,7097.7,22.58,160266.07,48,Female,3,Yes,Medium
7358,F8358,Rift Valley,Meru,Rice,Local,1.04,Clay,1781.9,31.0,510.4,9.5,Drip,396.1,2024-08-25,2024-12-02,2756.6,40.4,111366.64,23,Female,3,No,High
7359,F8359,Western,Nyeri,Rice,Hybrid A,7.48,Clay,473.1,17.4,694.2,47.0,Sprinkler,834.4,2024-10-27,2025-02-04,3462.3,117.18,405712.31,68,Male,27,Yes,Low
7360,F8360,Eastern,Kisumu,Rice,Hybrid A,19.57,Silt,1066.8,32.5,41.6,44.9,Rain-fed,205.4,2024-10-11,2025-03-08,2740.0,53.95,147823.0,36,Female,36,No,Low
7361,F8361,Rift Valley,Nyeri,Beans,Local,13.63,Loam,926.2,29.3,330.3,43.6,Flood,758.0,2024-05-24,2024-09-11,9449.5,55.14,521045.43,67,Male,20,No,High
7362,F8362,Central,Machakos,Beans,Improved,9.27,Sandy,1262.9,31.9,411.0,7.5,Sprinkler,397.4,2024-06-25,2024-12-01,4728.5,50.3,237843.55,39,Female,25,No,High
7363,F8363,Eastern,Kilifi,Wheat,Improved,7.74,Silt,870.2,24.3,315.8,23.6,Sprinkler,186.6,2024-01-05,2024-04-08,3943.3,69.71,274887.44,41,Female,15,Yes,Medium
7364,F8364,Nyanza,Machakos,Rice,Hybrid B,5.61,Loam,1554.0,26.8,212.9,29.5,Rain-fed,296.5,2024-08-22,2024-12-31,4880.3,90.33,440837.5,35,Female,35,Yes,Medium
7365,F8365,Western,Nakuru,Rice,Improved,12.33,Loam,1198.5,27.2,48.3,17.2,Sprinkler,147.3,2024-06-21,2024-10-25,6524.6,92.65,604504.19,74,Female,37,Yes,Medium
7366,F8366,Nyanza,Kisumu,Beans,Hybrid A,17.33,Silt,1188.1,16.9,192.2,8.9,Flood,732.5,2024-09-23,2025-03-15,10803.8,53.32,576058.62,63,Male,5,No,Medium
7367,F8367,Central,Nyeri,Rice,Improved,17.01,Silt,1363.7,15.2,700.8,25.6,Drip,573.5,2024-08-16,2024-12-07,12439.6,105.39,1311009.44,64,Female,16,No,Medium
7368,F8368,Rift Valley,Kilifi,Rice,Hybrid B,2.93,Silt,803.7,27.8,781.4,19.7,Drip,522.1,2024-07-25,2024-11-09,2924.2,59.88,175101.1,67,Male,29,No,Medium
7369,F8369,Nyanza,Nakuru,Maize,Improved,18.67,Clay,862.1,24.8,228.8,48.3,Sprinkler,369.9,2024-04-05,2024-06-19,3611.6,61.06,220524.3,60,Male,11,Yes,High
7370,F8370,Western,Machakos,Rice,Improved,4.23,Silt,366.7,16.0,391.2,1.5,Rain-fed,421.1,2024-10-24,2025-03-03,2964.2,28.08,83234.74,52,Male,18,Yes,Low
