TransactionID,TransactionDate,CustomerID,BranchID,Region,AccountType,TransactionType,TransactionChannel,TransactionAmount,AccountBalance,CustomerAge,Gender,Occupation,MonthlyIncome,CreditScore,LoanStatus,AccountTenure,NumberOfTransactions,DigitalBankingUsage,CustomerSatisfaction,HighValueCustomer,FutureTransactionAmount
4465,2024-04-06,C56075,B014,Central,Fixed Deposit,Deposit,Internet Banking,293360.46,1431765.67,70,Female,Farmer,89662.48,453,Yes,5.0,153,72.5,3.8,Yes,360476.93
4466,2025-06-02,C30048,B013,Eastern,Fixed Deposit,Transfer,Mobile Banking,429304.78,456007.8,34,Female,Teacher,117474.28,721,No,7.9,97,12.6,1.2,Yes,500681.77
4467,2024-11-20,C85836,B007,Eastern,Current,Loan Repayment,Branch,324314.05,651486.69,20,Female,Civil Servant,194235.79,432,Yes,18.7,219,29.2,3.5,No,404730.95
4468,2024-01-19,C54069,B015,Western,Fixed Deposit,Transfer,Branch,372651.9,416465.9,33,Male,Student,30673.65,725,Yes,1.6,148,70.7,1.4,No,352431.55
4469,2024-04-10,C53597,B010,Rift Valley,Fixed Deposit,Bill Payment,Branch,1600.87,1306002.72,31,Female,Farmer,159461.63,464,Yes,14.2,169,76.7,4.4,No,1898.95
4470,2024-11-14,C31232,B013,Nairobi,Fixed Deposit,Loan Repayment,Mobile Banking,273391.85,988483.79,63,Female,Engineer,366026.25,694,No,4.9,91,85.8,1.2,Yes,297174.73
4471,2024-04-22,C58298,B014,Central,Fixed Deposit,Deposit,Mobile Banking,424564.64,1035065.68,62,Female,Student,327167.02,551,Yes,15.3,109,93.6,1.6,Yes,489291.4
4472,2025-02-14,C14246,B002,Western,Current,Withdrawal,ATM,365179.33,1323226.87,43,Male,Student,201569.56,309,Yes,14.1,128,7.1,3.7,Yes,420375.89
4473,2024-06-02,C95841,B001,Eastern,Fixed Deposit,Bill Payment,ATM,360561.42,1258366.61,39,Male,Farmer,196911.91,654,Yes,14.9,70,87.7,3.8,No,410678.63
4474,2024-08-08,C64173,B003,Coast,Savings,Deposit,ATM,209632.94,1734481.61,30,Female,Teacher,157557.25,300,No,19.0,223,99.0,5.0,Yes,251315.09
4475,2025-09-18,C98915,B009,Central,Current,Bill Payment,Mobile Banking,428477.5,1340035.0,41,Female,Engineer,407757.17,450,Yes,7.1,237,36.2,3.0,No,463298.98
4476,2025-11-02,C95186,B001,Nairobi,Savings,Deposit,Mobile Banking,61557.63,563733.01,32,Female,Nurse,375266.11,812,Yes,7.0,224,58.3,3.2,Yes,65591.12
4477,2024-07-13,C19920,B014,Western,Fixed Deposit,Loan Repayment,Branch,25771.82,810094.82,34,Female,Civil Servant,184089.8,374,No,1.1,74,26.8,2.8,Yes,33252.28
4478,2024-07-25,C17916,B013,Coast,Savings,Deposit,Internet Banking,303983.4,1990380.96,48,Male,Nurse,419533.84,340,Yes,18.0,144,42.6,3.9,No,334749.69
4479,2025-05-16,C11670,B009,Rift Valley,Current,Transfer,Internet Banking,18054.64,1469659.37,43,Male,Engineer,287444.33,446,No,12.2,86,47.5,3.2,Yes,17808.15
4480,2025-06-10,C67444,B003,Central,Savings,Loan Repayment,Mobile Banking,160761.37,333457.27,73,Male,Civil Servant,232301.01,493,No,18.1,275,89.1,2.5,No,190875.99
4481,2025-06-13,C68294,B006,Eastern,Current,Withdrawal,Internet Banking,176195.72,1852067.77,44,Female,Business,139824.2,507,No,15.9,10,29.1,2.0,No,141623.88
4482,2024-10-14,C28841,B011,Nairobi,Savings,Transfer,Branch,482633.64,1593965.8,67,Female,Civil Servant,494407.96,834,No,3.9,58,91.1,4.8,No,595251.18
4483,2024-02-10,C55127,B006,Nairobi,Current,Loan Repayment,Internet Banking,233691.37,1410228.46,37,Female,Civil Servant,79648.37,810,No,10.4,209,94.9,4.5,No,254923.47
4484,2025-05-30,C54564,B014,Coast,Fixed Deposit,Deposit,Branch,385788.47,826199.65,71,Female,Farmer,456769.12,760,Yes,16.9,275,28.9,1.9,Yes,459593.74
4485,2025-10-02,C81857,B014,Central,Savings,Loan Repayment,Internet Banking,61088.15,513018.22,38,Male,Civil Servant,149141.41,305,Yes,11.0,148,10.8,2.7,Yes,75100.65
4486,2024-01-21,C82402,B003,Rift Valley,Savings,Withdrawal,Branch,186279.38,413291.95,29,Male,Teacher,252971.61,505,No,8.1,13,93.3,4.3,No,240569.68
4487,2025-02-08,C19833,B009,Rift Valley,Fixed Deposit,Transfer,Internet Banking,374689.48,1708450.69,60,Male,Nurse,118768.5,396,Yes,6.0,167,44.0,1.8,Yes,399116.22
4488,2025-03-04,C88244,B004,Rift Valley,Fixed Deposit,Bill Payment,Internet Banking,172028.92,1472605.93,43,Female,Farmer,160525.07,627,Yes,6.9,196,75.0,4.1,Yes,161032.62
4489,2024-01-24,C74791,B009,Nairobi,Fixed Deposit,Bill Payment,Mobile Banking,348237.99,1164121.26,68,Female,Farmer,318698.26,385,No,9.1,54,67.6,2.2,Yes,333988.39
4490,2024-12-06,C20818,B014,Central,Current,Transfer,ATM,11303.76,1921851.66,21,Female,Business,146478.44,424,No,7.4,190,54.3,2.1,Yes,14497.85
4491,2024-05-13,C37848,B010,Nairobi,Savings,Bill Payment,Internet Banking,40046.19,1700047.94,20,Female,Business,251201.65,400,Yes,15.5,168,45.8,3.3,Yes,35223.46
4492,2025-09-23,C35374,B013,Western,Savings,Deposit,Branch,455913.34,1379487.63,38,Male,Engineer,170473.42,470,Yes,17.9,62,7.6,3.8,No,389089.84
4493,2024-04-24,C83641,B004,Nairobi,Current,Loan Repayment,Branch,120684.99,1092136.79,25,Male,Engineer,330070.51,501,No,13.0,41,68.5,2.3,Yes,101314.06
4494,2024-04-26,C35928,B009,Central,Fixed Deposit,Transfer,Mobile Banking,9527.34,843360.02,43,Female,Student,358276.89,689,Yes,17.6,203,1.1,4.2,No,11237.01
4495,2024-04-07,C83772,B001,Rift Valley,Savings,Transfer,Branch,155882.88,263569.41,67,Male,Student,81022.38,611,No,10.8,35,22.2,4.6,Yes,148866.68
4496,2025-04-23,C72026,B004,Eastern,Fixed Deposit,Transfer,Branch,365803.47,31381.58,40,Female,Business,338327.1,664,No,15.1,233,9.8,1.8,No,453938.39
4497,2025-10-29,C63408,B012,Eastern,Fixed Deposit,Loan Repayment,Internet Banking,133961.96,1368601.06,21,Female,Nurse,477983.39,753,Yes,7.1,77,11.5,2.7,Yes,146395.48
4498,2024-09-11,C37288,B008,Central,Current,Transfer,Mobile Banking,104691.23,1096903.72,42,Female,Student,327806.42,338,No,14.2,175,83.3,3.7,Yes,84383.32
4499,2025-11-18,C27346,B001,Western,Savings,Bill Payment,Branch,344391.61,1370155.12,64,Female,Nurse,337847.85,498,No,4.1,126,3.4,2.0,Yes,390641.31
4500,2025-01-15,C93977,B014,Western,Fixed Deposit,Bill Payment,Mobile Banking,478044.84,661815.91,33,Female,Teacher,387054.57,719,No,4.6,123,75.7,3.7,Yes,444261.24
4501,2025-09-09,C10689,B002,Eastern,Fixed Deposit,Withdrawal,Mobile Banking,244745.81,213314.43,21,Female,Business,491452.33,531,Yes,18.7,69,84.0,2.1,Yes,222936.45
4502,2025-11-09,C45647,B006,Central,Savings,Withdrawal,Internet Banking,363336.46,1078346.98,28,Male,Nurse,31052.52,412,Yes,11.8,55,88.5,1.9,No,399623.0
4503,2024-08-20,C91427,B004,Coast,Fixed Deposit,Bill Payment,ATM,468720.59,1522655.04,55,Male,Engineer,419595.4,720,No,1.3,87,39.4,2.5,No,593257.06
4504,2024-03-26,C85035,B003,Eastern,Current,Loan Repayment,ATM,325907.7,1690496.52,19,Female,Nurse,357787.16,840,Yes,10.1,24,32.7,2.2,No,290710.69
4505,2025-08-21,C24111,B008,Western,Fixed Deposit,Bill Payment,ATM,302799.65,1679549.64,28,Male,Student,409407.73,469,No,5.0,166,83.4,2.1,No,296357.93
4506,2025-03-17,C78274,B007,Central,Fixed Deposit,Withdrawal,Internet Banking,234355.14,1456851.01,42,Male,Nurse,460395.77,459,No,2.9,220,2.0,1.7,Yes,263234.81
4507,2025-11-21,C77892,B011,Coast,Fixed Deposit,Withdrawal,ATM,376544.87,609500.72,30,Female,Farmer,304031.43,490,No,13.7,246,18.5,1.5,No,484566.81
4508,2024-08-19,C32598,B015,Western,Savings,Deposit,Mobile Banking,207135.44,1196258.66,31,Female,Civil Servant,335408.77,701,Yes,4.8,155,88.9,4.2,Yes,228066.73
4509,2024-12-29,C31428,B011,Western,Fixed Deposit,Loan Repayment,Internet Banking,496967.96,1375969.49,38,Female,Farmer,369671.04,307,Yes,16.3,235,40.2,3.0,No,447502.26
4510,2024-07-15,C26391,B010,Eastern,Savings,Loan Repayment,Mobile Banking,359914.69,1523433.33,20,Female,Student,98793.64,435,Yes,19.6,277,38.5,4.4,No,431948.18
4511,2025-10-03,C56036,B002,Eastern,Fixed Deposit,Transfer,Internet Banking,44486.2,1791444.11,42,Male,Engineer,260010.25,620,Yes,16.1,279,82.6,3.0,No,50132.58
4512,2024-06-15,C48220,B001,Rift Valley,Current,Bill Payment,Internet Banking,193401.58,1065845.14,65,Male,Farmer,348898.79,439,Yes,6.0,66,79.8,1.6,Yes,247288.56
4513,2024-07-20,C92390,B015,Nairobi,Fixed Deposit,Loan Repayment,Internet Banking,457020.95,1601838.39,50,Male,Farmer,58330.33,436,Yes,9.9,144,26.6,4.8,No,384659.4
4514,2025-03-07,C54904,B001,Western,Current,Withdrawal,Internet Banking,498865.66,1868113.59,68,Female,Civil Servant,357668.33,412,Yes,13.2,89,88.0,2.8,No,575373.98
4515,2025-11-23,C50686,B011,Eastern,Fixed Deposit,Deposit,Internet Banking,79511.43,510354.4,42,Female,Teacher,276102.72,496,No,16.4,204,2.6,4.8,No,70931.85
4516,2025-09-05,C91231,B010,Rift Valley,Savings,Bill Payment,Mobile Banking,258416.0,670412.23,53,Female,Teacher,183086.98,379,No,13.0,48,80.1,5.0,No,270876.26
4517,2024-08-31,C17555,B011,Central,Current,Withdrawal,Branch,327751.3,1286587.98,27,Female,Engineer,305222.49,497,No,8.1,110,20.8,4.5,Yes,278960.79
4518,2024-07-22,C68193,B009,Eastern,Savings,Bill Payment,ATM,383535.11,261166.56,43,Female,Nurse,164148.63,367,No,1.9,129,95.8,4.3,No,310273.88
4519,2025-04-10,C80628,B014,Nairobi,Current,Loan Repayment,Branch,431002.04,1436357.71,30,Male,Business,190967.25,412,No,19.2,113,29.1,2.2,No,471145.21
4520,2024-08-12,C82711,B011,Rift Valley,Current,Loan Repayment,Mobile Banking,163850.19,822649.02,42,Female,Farmer,20453.52,612,Yes,17.7,227,75.5,3.1,Yes,177053.56
4521,2025-11-28,C24731,B004,Coast,Fixed Deposit,Bill Payment,Internet Banking,454732.05,1280881.39,40,Male,Civil Servant,223586.02,363,Yes,12.3,242,27.7,1.6,No,554586.83
4522,2024-02-17,C45004,B015,Coast,Current,Withdrawal,Mobile Banking,26242.53,1771711.86,53,Male,Student,392610.29,321,Yes,2.8,299,16.0,4.7,Yes,26334.83
4523,2024-10-24,C85038,B007,Rift Valley,Fixed Deposit,Transfer,Branch,457946.3,1863345.29,19,Male,Nurse,31697.14,454,Yes,2.0,20,83.2,4.2,Yes,513938.41
4524,2025-04-24,C96682,B001,Eastern,Fixed Deposit,Transfer,Mobile Banking,241817.47,342882.1,21,Male,Teacher,496514.43,408,Yes,7.5,110,93.0,1.4,No,221726.53
4525,2024-04-30,C56594,B010,Central,Current,Transfer,Mobile Banking,22238.43,1694040.9,37,Female,Farmer,439113.27,462,No,10.8,108,96.6,1.8,Yes,25738.44
4526,2024-07-15,C20379,B009,Western,Fixed Deposit,Transfer,Mobile Banking,237441.03,596912.57,35,Male,Nurse,249400.58,542,No,8.8,76,3.2,4.3,No,266244.86
4527,2024-08-26,C48565,B010,Western,Current,Deposit,Branch,368914.87,1652316.08,55,Female,Engineer,366651.01,412,Yes,18.5,122,99.1,2.4,No,425571.64
4528,2025-08-13,C32660,B008,Eastern,Current,Deposit,Internet Banking,127558.93,1004265.9,66,Female,Engineer,223778.79,810,No,20.0,157,50.0,4.6,Yes,114012.55
4529,2025-08-30,C71877,B003,Eastern,Current,Transfer,ATM,180414.39,975070.89,18,Female,Nurse,362198.92,847,Yes,15.2,101,58.3,2.4,Yes,207132.66
4530,2024-10-25,C60395,B011,Coast,Fixed Deposit,Withdrawal,Internet Banking,317570.95,1908112.26,51,Female,Teacher,310506.47,326,Yes,0.9,170,73.4,4.5,Yes,373215.83
4531,2024-06-09,C64676,B010,Nairobi,Current,Loan Repayment,Internet Banking,429126.21,1067643.79,18,Female,Business,240768.58,720,No,4.8,95,9.4,2.3,Yes,434078.93
4532,2024-09-05,C50652,B012,Rift Valley,Savings,Transfer,ATM,221836.13,1761913.52,35,Male,Civil Servant,51747.25,777,Yes,6.5,70,1.7,4.9,Yes,286675.83
4533,2024-08-19,C22171,B005,Rift Valley,Fixed Deposit,Loan Repayment,Mobile Banking,242272.63,981528.01,40,Male,Civil Servant,355879.59,445,No,1.6,91,22.9,3.3,No,254690.66
4534,2025-02-09,C85527,B001,Central,Current,Deposit,Mobile Banking,315131.72,1741862.56,23,Female,Civil Servant,269915.51,459,Yes,4.7,73,2.3,4.6,Yes,402297.31
4535,2024-09-04,C26948,B001,Western,Fixed Deposit,Deposit,ATM,370030.75,1261524.4,56,Male,Civil Servant,339212.57,832,Yes,7.5,69,40.9,4.0,No,360670.71
4536,2025-12-12,C51300,B012,Western,Current,Transfer,ATM,295139.54,1741348.13,73,Male,Farmer,48742.98,612,No,13.1,218,76.5,1.7,No,306133.97
4537,2024-04-11,C41019,B006,Coast,Savings,Bill Payment,ATM,303380.43,15252.56,52,Female,Civil Servant,281114.14,724,No,13.2,7,24.0,1.5,No,313890.48
4538,2025-11-04,C16496,B005,Rift Valley,Savings,Bill Payment,Branch,18740.23,1917150.44,41,Female,Farmer,190602.18,624,Yes,15.7,297,67.6,1.8,Yes,17091.23
4539,2025-09-26,C30912,B002,Rift Valley,Fixed Deposit,Deposit,Internet Banking,96671.59,1074251.85,47,Male,Student,376810.5,611,Yes,11.7,211,53.1,2.2,No,100117.08
4540,2024-11-29,C69515,B006,Nairobi,Current,Deposit,Branch,172451.08,1016266.7,42,Female,Nurse,177515.6,575,Yes,3.5,173,72.9,4.6,Yes,211671.48
4541,2025-08-04,C17559,B007,Rift Valley,Fixed Deposit,Bill Payment,Internet Banking,20020.39,357046.61,72,Female,Student,442506.33,321,No,3.0,254,69.9,1.2,Yes,23508.99
4542,2024-08-15,C91560,B001,Coast,Fixed Deposit,Transfer,ATM,83068.25,1351511.04,35,Male,Student,247658.94,400,Yes,3.5,173,97.5,4.9,No,87865.23
4543,2024-05-24,C45088,B001,Rift Valley,Fixed Deposit,Bill Payment,Mobile Banking,315095.27,1089000.43,41,Female,Engineer,415497.53,806,Yes,6.7,73,59.2,1.1,Yes,312603.37
4544,2024-05-25,C44796,B004,Central,Fixed Deposit,Loan Repayment,Internet Banking,420296.05,168951.09,35,Male,Business,468902.75,428,Yes,18.4,44,39.4,2.4,Yes,503794.58
4545,2025-12-06,C45137,B002,Rift Valley,Fixed Deposit,Bill Payment,Mobile Banking,388762.65,893178.3,29,Male,Teacher,251734.68,693,No,6.0,207,30.1,3.8,No,420718.46
4546,2024-07-18,C83427,B004,Western,Current,Withdrawal,ATM,295293.92,880438.89,37,Female,Nurse,201120.75,524,Yes,10.9,270,85.0,4.8,Yes,365070.73
4547,2024-04-27,C58790,B011,Nairobi,Current,Loan Repayment,Internet Banking,327136.57,1239053.49,59,Male,Business,297381.32,480,Yes,3.3,168,46.5,3.1,No,390785.11
4548,2025-06-23,C55689,B012,Central,Savings,Loan Repayment,ATM,287648.91,695265.33,23,Male,Engineer,453598.13,402,No,16.8,247,65.2,3.7,Yes,296970.11
4549,2024-11-04,C76027,B013,Western,Savings,Transfer,ATM,496009.78,1097628.74,22,Male,Student,260033.68,630,Yes,9.5,103,57.2,4.8,No,452199.95
4550,2024-04-16,C57987,B015,Eastern,Fixed Deposit,Withdrawal,Branch,193716.57,350856.35,59,Male,Civil Servant,103059.82,661,No,8.1,22,23.8,4.8,No,229214.62
4551,2024-09-05,C19522,B015,Western,Fixed Deposit,Bill Payment,ATM,141678.52,1400051.38,30,Female,Nurse,236932.13,582,Yes,14.6,263,79.9,1.6,Yes,161001.68
4552,2024-07-03,C51283,B015,Nairobi,Fixed Deposit,Loan Repayment,ATM,108956.21,594014.2,21,Male,Civil Servant,207922.25,732,Yes,0.7,237,72.9,2.8,Yes,94702.66
4553,2024-11-10,C44528,B003,Central,Fixed Deposit,Deposit,Mobile Banking,497929.73,737709.58,67,Male,Nurse,347132.5,536,Yes,3.6,83,34.7,4.1,Yes,568770.54
4554,2025-11-28,C38790,B010,Rift Valley,Fixed Deposit,Withdrawal,Mobile Banking,444205.09,682604.27,35,Male,Teacher,290413.05,547,No,14.8,225,48.3,4.9,Yes,555717.19
4555,2024-01-28,C18456,B012,Coast,Savings,Transfer,Mobile Banking,496946.67,136703.87,53,Male,Teacher,462863.8,578,Yes,13.4,273,11.1,1.9,Yes,590133.79
4556,2025-08-18,C65975,B010,Rift Valley,Current,Deposit,ATM,79341.94,636306.4,27,Male,Teacher,89010.71,821,No,10.2,24,57.1,4.1,No,67518.75
4557,2025-06-07,C46559,B012,Central,Savings,Loan Repayment,Internet Banking,144006.92,1936902.23,65,Male,Student,389647.77,590,No,14.4,15,21.6,4.5,No,120495.74
4558,2025-02-05,C34181,B015,Central,Fixed Deposit,Loan Repayment,ATM,391450.4,294466.17,56,Female,Student,104024.98,541,No,9.0,165,85.1,2.8,No,313870.85
4559,2024-01-18,C29901,B014,Coast,Savings,Loan Repayment,ATM,258668.22,1963531.44,25,Female,Civil Servant,80939.08,509,Yes,4.1,297,69.7,2.6,No,233787.75
4560,2025-10-15,C31598,B007,Nairobi,Current,Deposit,Branch,391177.62,508222.88,63,Female,Student,180911.91,719,No,12.0,171,71.9,2.4,Yes,363406.23
4561,2024-08-09,C87532,B003,Coast,Savings,Loan Repayment,Mobile Banking,286422.08,637183.22,46,Female,Farmer,34558.54,571,Yes,18.4,189,36.9,4.2,No,339080.01
4562,2025-06-28,C11601,B013,Nairobi,Fixed Deposit,Loan Repayment,Internet Banking,182795.32,99691.47,55,Female,Farmer,390332.12,513,Yes,19.2,282,33.2,1.7,Yes,219550.89
4563,2024-11-10,C74625,B014,Rift Valley,Current,Bill Payment,Branch,88925.04,1103095.71,65,Female,Business,153377.67,826,Yes,8.4,193,13.5,4.7,No,103385.72
4564,2024-03-15,C62730,B003,Eastern,Savings,Deposit,Branch,489001.92,1538485.82,20,Female,Teacher,433964.31,536,No,12.4,13,93.9,2.7,No,561541.14
4565,2024-08-14,C63719,B006,Western,Savings,Withdrawal,ATM,143121.28,325296.95,68,Male,Teacher,185807.24,481,No,8.1,108,86.2,1.7,No,144569.24
4566,2024-10-31,C11109,B005,Western,Fixed Deposit,Bill Payment,Mobile Banking,171132.71,315574.9,53,Female,Student,273010.43,730,No,4.2,57,5.8,3.5,No,166869.08
4567,2025-01-16,C29831,B014,Rift Valley,Current,Bill Payment,Branch,174926.69,777653.17,32,Female,Civil Servant,266053.93,587,Yes,17.2,272,68.9,3.9,No,225869.46
4568,2025-03-16,C54803,B006,Rift Valley,Current,Loan Repayment,Branch,210931.79,202549.67,65,Female,Business,143218.96,754,No,1.5,252,64.5,1.1,No,212116.49
4569,2025-07-28,C48880,B005,Western,Current,Loan Repayment,Mobile Banking,139193.79,1807907.29,27,Male,Nurse,297549.33,675,No,11.2,34,65.1,3.8,No,170692.03
4570,2025-08-13,C45217,B009,Nairobi,Savings,Transfer,Internet Banking,452800.16,1466305.94,73,Male,Teacher,323865.51,611,Yes,16.3,165,82.6,4.7,No,397940.24
4571,2024-12-29,C23703,B001,Nairobi,Savings,Loan Repayment,Branch,207151.71,168567.6,27,Male,Teacher,171829.05,632,Yes,7.0,252,46.8,2.1,Yes,229153.66
4572,2024-03-09,C25074,B004,Rift Valley,Savings,Loan Repayment,ATM,432071.72,1375576.87,63,Male,Farmer,254836.07,725,No,12.1,8,32.2,2.4,No,396093.53
4573,2024-02-29,C55022,B005,Coast,Fixed Deposit,Loan Repayment,Branch,10033.46,1389546.63,43,Male,Engineer,463933.37,499,No,4.5,278,17.9,3.3,Yes,9336.15
4574,2025-06-24,C21165,B008,Western,Fixed Deposit,Transfer,Internet Banking,316375.71,21271.14,31,Female,Farmer,246341.87,302,No,2.9,260,77.9,2.7,No,259759.68
4575,2025-06-28,C85282,B012,Central,Fixed Deposit,Bill Payment,ATM,59443.25,34519.86,70,Male,Teacher,312976.77,835,No,18.6,294,23.1,1.4,Yes,72812.66
4576,2024-01-11,C39421,B010,Western,Fixed Deposit,Bill Payment,Branch,458817.79,898850.68,21,Male,Business,27599.34,520,Yes,6.1,186,29.8,4.5,No,490607.47
4577,2025-12-30,C34471,B011,Central,Savings,Withdrawal,Mobile Banking,397755.86,1590586.5,40,Female,Engineer,357634.49,333,Yes,19.4,138,28.7,1.8,No,380681.29
4578,2025-07-25,C94476,B015,Western,Fixed Deposit,Transfer,Branch,114158.59,247469.35,18,Female,Nurse,117841.98,734,No,17.9,148,5.7,3.2,Yes,122185.8
4579,2024-12-09,C38668,B015,Rift Valley,Current,Transfer,ATM,180895.33,960559.49,60,Male,Farmer,141626.34,752,Yes,6.5,226,27.7,2.3,No,187144.45
4580,2024-06-15,C17424,B002,Eastern,Savings,Deposit,ATM,372054.87,1863967.22,71,Female,Farmer,288585.24,691,No,5.0,279,66.5,1.1,No,365922.52
4581,2025-07-22,C98452,B005,Coast,Fixed Deposit,Loan Repayment,Branch,62987.63,1459971.66,21,Male,Civil Servant,57686.83,697,Yes,6.5,125,80.9,1.6,Yes,54961.06
4582,2024-05-14,C43465,B007,Western,Fixed Deposit,Loan Repayment,Mobile Banking,271974.48,768008.61,27,Male,Nurse,267587.5,497,No,14.9,103,83.0,3.0,Yes,286141.73
4583,2025-01-17,C21787,B007,Western,Savings,Withdrawal,ATM,439174.83,1126475.61,71,Male,Farmer,23610.95,815,Yes,15.4,182,96.0,3.6,No,546166.71
4584,2024-04-10,C25394,B005,Eastern,Fixed Deposit,Loan Repayment,Mobile Banking,484868.99,1939651.9,36,Female,Teacher,128786.58,512,No,8.3,76,65.4,2.0,No,591416.58
4585,2024-10-12,C43075,B010,Rift Valley,Current,Transfer,Mobile Banking,193152.39,1942719.45,52,Female,Nurse,326721.19,583,Yes,8.5,17,85.4,2.7,No,241312.53
4586,2025-06-10,C85722,B007,Rift Valley,Current,Bill Payment,Mobile Banking,137707.45,1493663.41,57,Male,Nurse,226015.35,576,No,19.1,80,39.6,2.2,No,160027.99
4587,2025-01-14,C14309,B014,Rift Valley,Fixed Deposit,Deposit,Internet Banking,418363.1,1374149.66,25,Male,Farmer,320958.82,520,Yes,15.8,134,50.3,3.7,Yes,396860.42
4588,2025-10-04,C55411,B010,Rift Valley,Current,Withdrawal,ATM,399259.82,1409981.93,20,Male,Farmer,363786.53,680,Yes,9.6,25,3.5,2.6,Yes,373204.14
4589,2024-12-27,C67964,B004,Western,Current,Transfer,ATM,190553.75,1380625.69,57,Male,Farmer,98287.21,555,Yes,5.0,29,27.0,4.3,No,220721.16
4590,2025-12-23,C36568,B003,Coast,Fixed Deposit,Bill Payment,Internet Banking,43545.01,71320.4,31,Female,Engineer,87646.15,656,Yes,15.1,209,28.3,3.9,No,42341.54
4591,2024-12-19,C28383,B009,Western,Savings,Deposit,Mobile Banking,68644.88,108369.85,26,Male,Student,455865.26,727,No,19.0,225,56.4,1.3,Yes,62775.51
4592,2025-12-16,C60910,B007,Central,Savings,Bill Payment,Branch,302577.24,1202092.49,58,Male,Business,176904.54,417,No,1.5,292,29.9,2.3,Yes,341272.57
4593,2025-11-25,C90063,B003,Central,Fixed Deposit,Withdrawal,Branch,356248.9,768940.89,47,Female,Nurse,453180.39,578,No,2.6,124,5.8,3.4,Yes,368487.36
4594,2025-03-28,C49278,B002,Eastern,Savings,Loan Repayment,Mobile Banking,293325.75,387530.7,31,Female,Student,54260.02,585,Yes,15.2,103,95.6,2.2,No,256250.14
4595,2025-03-27,C58210,B002,Rift Valley,Savings,Bill Payment,Mobile Banking,160189.72,1156916.37,70,Male,Teacher,324522.12,364,Yes,15.2,141,45.6,1.6,No,175200.48
4596,2024-09-03,C26680,B009,Rift Valley,Current,Transfer,Mobile Banking,379208.46,1815497.88,61,Female,Nurse,108365.2,614,Yes,4.2,71,67.8,4.7,Yes,306417.02
4597,2025-08-02,C30696,B002,Eastern,Savings,Deposit,Internet Banking,222571.98,1664092.85,58,Female,Civil Servant,376546.61,755,Yes,9.7,87,25.0,4.6,No,268432.34
4598,2024-09-09,C30388,B004,Nairobi,Savings,Withdrawal,Internet Banking,325215.78,1238010.06,69,Female,Farmer,307054.98,628,No,2.3,175,11.5,4.4,Yes,316856.56
4599,2024-06-27,C56029,B015,Rift Valley,Savings,Transfer,Branch,241844.35,559700.48,37,Male,Farmer,16023.16,597,No,15.8,55,30.6,3.6,Yes,196731.97
4600,2025-03-13,C28056,B015,Nairobi,Fixed Deposit,Transfer,Mobile Banking,47254.76,1935644.38,74,Male,Farmer,259979.57,770,No,18.7,23,43.7,4.4,Yes,41183.4
4601,2025-05-18,C86648,B006,Coast,Savings,Loan Repayment,Branch,240949.33,310393.35,72,Male,Engineer,493505.5,348,No,7.7,296,78.3,2.9,Yes,198539.63
4602,2024-01-19,C15266,B014,Rift Valley,Current,Transfer,Branch,277889.18,944676.11,34,Male,Civil Servant,81565.05,810,No,18.9,95,86.7,1.3,Yes,318910.57
4603,2025-11-20,C58561,B011,Western,Fixed Deposit,Deposit,ATM,330239.07,568632.24,26,Female,Business,412169.88,735,No,16.9,82,20.7,2.9,No,366607.08
4604,2025-05-21,C24114,B006,Central,Savings,Transfer,Branch,218370.07,1303967.52,69,Male,Teacher,219436.73,503,Yes,3.3,8,36.8,1.7,Yes,187068.97
4605,2025-10-31,C33288,B014,Rift Valley,Current,Deposit,ATM,424355.6,1166444.76,65,Male,Engineer,74659.2,412,No,13.2,228,61.4,4.0,No,421676.64
4606,2024-07-31,C91591,B014,Eastern,Current,Deposit,ATM,374305.81,1422885.6,33,Female,Farmer,304684.01,740,Yes,7.4,100,59.7,5.0,Yes,440498.46
4607,2025-10-05,C57103,B014,Central,Fixed Deposit,Withdrawal,Internet Banking,268233.42,1301383.62,60,Female,Nurse,24279.25,394,No,19.5,135,15.2,2.0,No,254522.36
4608,2025-02-05,C88053,B011,Rift Valley,Fixed Deposit,Deposit,Mobile Banking,98481.79,1746280.59,69,Female,Civil Servant,13477.4,507,Yes,1.7,116,68.6,2.4,No,79288.5
4609,2025-04-09,C62388,B015,Nairobi,Savings,Loan Repayment,Internet Banking,111522.77,370248.75,32,Female,Student,451897.45,632,Yes,16.8,240,51.8,4.5,No,143316.83
4610,2024-09-12,C34476,B003,Rift Valley,Current,Transfer,Branch,413184.17,1988013.9,56,Female,Student,106631.78,345,Yes,5.0,60,89.8,4.6,No,456443.63
4611,2024-03-20,C15612,B005,Coast,Current,Deposit,Internet Banking,113296.49,1553323.58,61,Male,Student,159499.44,524,Yes,10.7,212,43.0,1.6,No,145408.13
4612,2024-02-17,C41188,B008,Rift Valley,Current,Transfer,Internet Banking,483526.58,1321916.86,53,Female,Farmer,273730.81,437,No,10.6,98,76.9,5.0,Yes,568618.58
4613,2024-04-11,C46822,B014,Western,Current,Loan Repayment,Internet Banking,469290.16,76551.15,66,Male,Business,434229.41,649,No,15.1,104,25.1,2.3,Yes,599054.03
4614,2025-10-26,C34648,B011,Eastern,Current,Bill Payment,Internet Banking,39864.77,1624196.89,38,Female,Teacher,77585.89,325,No,12.9,261,5.1,4.2,Yes,47990.49
