TransactionID,Date,Branch,CustomerID,Age,Gender,AccountType,TransactionType,Channel,Amount,Balance,Region
1524,2025-06-09,Nairobi,12224,56,Female,Savings,Bill Payment,ATM,163934.49,436990.56,Coast
1525,2025-10-26,Nakuru,79120,26,Male,Current,Bill Payment,Branch,38195.53,772476.71,Coast
1526,2025-10-24,Nakuru,79246,72,Female,Current,Transfer,ATM,83652.56,974382.08,Central
1527,2025-04-15,Nairobi,23832,47,Female,Current,Loan Repayment,Internet,79798.03,209187.96,Coast
1528,2025-12-12,Nairobi,22381,43,Male,Current,Bill Payment,Branch,189077.42,288432.5,Central
1529,2025-04-22,Nairobi,44307,40,Male,Savings,Loan Repayment,Branch,78991.97,4406.18,Western
1530,2025-12-27,Mombasa,35250,48,Male,Current,Withdrawal,ATM,74334.24,510089.39,Rift Valley
1531,2025-04-27,Kisumu,41569,51,Female,Savings,Bill Payment,Branch,197467.74,336969.93,Western
1532,2025-12-21,Kisumu,90775,75,Male,Savings,Transfer,Internet,164032.63,941996.05,Western
1533,2025-06-14,,99667,29,Male,Current,Transfer,ATM,176661.11,473585.05,Rift Valley
1534,2025-06-04,Nairobi,39161,37,Female,Current,Withdrawal,Branch,97347.24,478335.44,Rift Valley
1535,2025-06-24,Mombasa,28758,68,Male,Current,Deposit,Branch,175365.11,393534.74,Western
1536,2025-05-19,Nairobi,65454,43,Female,Current,Loan Repayment,Mobile,131913.22,220920.51,Rift Valley
1537,2025-10-01,Eldoret,42695,41,Male,Current,Loan Repayment,Mobile,140647.05,233729.6,Central
1538,2025-09-12,Nakuru,90699,62,Female,Current,Transfer,Internet,194406.1,834933.95,Western
1539,2025-09-18,Nakuru,86285,22,Female,Current,Withdrawal,ATM,168832.12,871256.17,Rift Valley
1540,2025-06-27,Eldoret,50256,20,Female,Current,Loan Repayment,Branch,64302.1,646112.09,Western
1541,2025-02-24,Nairobi,95225,69,Male,Savings,Loan Repayment,Internet,38829.71,101224.25,Central
1542,2025-12-11,Mombasa,44273,39,Female,Current,Bill Payment,ATM,111382.98,46363.72,Western
1543,2025-03-20,Nakuru,32908,53,Female,Current,Withdrawal,Branch,135693.71,947209.95,Western
1544,2025-03-19,Nakuru,51208,58,Female,Current,Transfer,Internet,155066.87,654425.03,Rift Valley
1545,2025-11-19,Nakuru,79951,38,Female,Savings,Bill Payment,Internet,179536.03,855703.2,Central
1546,2025-03-30,Mombasa,40913,61,Female,Savings,Withdrawal,Mobile,158053.74,865137.95,Western
1547,2025-10-07,Nakuru,44141,71,Female,Savings,Bill Payment,Branch,60953.69,820706.48,Rift Valley
1548,2025-10-03,Mombasa,48311,35,Female,Savings,Transfer,Mobile,91390.68,463761.21,Central
1549,2025-07-14,Kisumu,38053,47,Female,Savings,Transfer,ATM,53091.06,614382.9,Central
1550,2025-01-10,Mombasa,35542,70,Female,Current,Withdrawal,Branch,134496.04,259439.67,Central
1551,2025-05-27,Nairobi,55948,24,Female,Current,Bill Payment,Internet,72755.42,701732.99,Central
1552,2025-08-02,Nairobi,89927,39,Female,Current,Deposit,Mobile,104851.07,322944.89,Coast
1553,2025-02-15,Nairobi,17185,57,Male,Savings,Deposit,Mobile,197678.54,416835.45,Coast
1554,2025-04-30,Kisumu,58961,49,Male,Current,Deposit,Internet,28515.89,153034.83,Rift Valley
1555,2025-09-04,Nairobi,36466,58,Female,Current,Loan Repayment,Internet,84820.93,502804.95,Rift Valley
1556,2025-11-09,Nairobi,10099,25,Female,Savings,Deposit,Branch,178683.97,793342.22,Rift Valley
1557,2025-11-17,Nairobi,54233,51,Male,Savings,Deposit,ATM,152730.88,681958.45,Central
1558,2025-09-16,Eldoret,12301,34,Male,Current,Loan Repayment,Internet,8757.94,805507.16,Coast
1559,2025-10-12,Eldoret,45814,63,Female,Savings,Bill Payment,Mobile,110959.83,138420.15,Rift Valley
1560,2025-02-12,Nairobi,60727,30,Female,Savings,Withdrawal,Branch,134994.77,416912.03,Central
1561,2025-05-07,Nakuru,30284,24,Male,Savings,Bill Payment,Mobile,196229.93,56474.85,Rift Valley
1562,2025-01-17,Kisumu,14079,71,Female,Savings,Transfer,Internet,69101.68,340977.56,Coast
1563,2025-06-05,Nakuru,71366,59,Female,Savings,Transfer,Branch,130349.8,3849.37,Rift Valley
1564,2025-02-23,Nakuru,87810,58,Female,Current,Withdrawal,Mobile,79101.2,147986.42,Coast
1565,2025-12-03,Kisumu,90413,63,Female,Savings,Loan Repayment,ATM,125462.09,776377.87,Coast
1566,2025-03-30,Mombasa,81201,70,Male,Savings,Deposit,Mobile,158474.54,383644.78,Rift Valley
1567,2025-05-05,Nakuru,83251,26,Female,Current,Bill Payment,ATM,36030.85,448531.53,Western
1568,2025-12-01,Mombasa,26623,21,Female,Current,Transfer,Internet,36328.72,182831.82,Rift Valley
1569,2025-02-12,Nakuru,25420,53,Male,Savings,Transfer,Internet,53377.46,552543.99,Central
1570,2025-01-14,Nakuru,60980,69,Male,Savings,Bill Payment,Branch,120333.12,444589.1,Western
1571,2025-06-06,Mombasa,44163,26,Female,Current,Bill Payment,Branch,147930.63,281311.3,Western
1572,2025-07-29,Nairobi,17278,23,Female,Savings,Deposit,Mobile,66615.62,325931.87,Coast
1573,2025-11-21,Kisumu,40075,44,Female,Current,Loan Repayment,Branch,63885.41,953372.31,Coast
1574,2025-10-08,Kisumu,10139,66,Male,Current,Withdrawal,Branch,62520.44,177420.64,Western
1575,2025-10-01,Nakuru,34370,30,Male,Savings,Deposit,ATM,163075.34,1021.72,Western
1576,2025-11-23,Nairobi,98019,74,Male,Current,Transfer,Mobile,86347.17,880530.55,Central
1577,2025-05-28,Nakuru,25331,45,Male,Current,Withdrawal,Internet,102331.92,567580.66,Rift Valley
1578,2025-10-05,Nakuru,79768,53,Female,Current,Transfer,Branch,32718.0,630947.48,Coast
1579,2025-11-14,Nakuru,70279,42,Male,Savings,Deposit,ATM,48393.43,978693.58,Western
1580,2025-01-24,Nakuru,25725,30,Female,Savings,Bill Payment,Mobile,184285.9,595949.06,Rift Valley
1581,2025-06-21,Nairobi,64796,57,Female,Savings,Withdrawal,Internet,92508.2,918175.08,Western
1582,2025-02-20,Eldoret,24567,70,Male,Current,Bill Payment,Branch,53292.5,456924.01,Western
1583,2025-08-12,Eldoret,77673,26,Male,Savings,Loan Repayment,Mobile,184563.03,518584.86,Rift Valley
1584,2025-09-20,Nakuru,94309,75,Female,Current,Transfer,ATM,185424.87,377370.98,Central
1585,2025-02-11,Kisumu,36701,35,Female,Current,Withdrawal,Branch,55066.28,390784.63,Rift Valley
1586,2025-04-08,Nairobi,32408,63,Male,Savings,Bill Payment,ATM,40729.05,858890.39,Rift Valley
1587,2025-08-28,Nairobi,15877,71,Male,Savings,Deposit,Branch,157295.09,847094.0,Coast
1588,2025-11-18,Eldoret,94421,56,Female,Savings,Bill Payment,Branch,21905.62,471433.23,Coast
1589,2025-12-28,Eldoret,70244,37,Female,Savings,Bill Payment,ATM,57739.74,488952.71,Rift Valley
1590,2025-05-16,,83027,44,Female,Current,Deposit,Branch,131326.61,189612.89,Rift Valley
1591,2025-04-27,Kisumu,93630,28,Male,Current,Withdrawal,Branch,43818.15,130813.11,Central
1592,2025-10-21,Mombasa,32645,18,Male,Savings,Loan Repayment,Mobile,103308.3,416684.12,Central
1593,2025-11-23,Mombasa,52269,35,Male,Current,Deposit,Branch,180188.19,189089.1,Rift Valley
1594,2025-10-28,Kisumu,25757,64,Male,Savings,Transfer,Internet,50375.03,932245.31,Western
1595,2025-03-06,Nairobi,96440,23,Female,Current,Deposit,Mobile,16459.83,500016.91,Rift Valley
1596,2025-01-14,Mombasa,42177,26,Female,Savings,Withdrawal,Branch,154631.98,313588.75,Central
1597,2025-10-10,Kisumu,60195,19,Female,Savings,Deposit,Internet,99581.72,578014.83,Rift Valley
1598,2025-02-12,Nairobi,75193,26,Female,Current,Bill Payment,Internet,166359.62,10489.35,Coast
1599,2025-04-02,Mombasa,43831,66,Female,Current,Withdrawal,ATM,191117.84,174314.16,Western
1600,2025-10-30,Eldoret,86857,51,Male,Current,Bill Payment,Mobile,98988.39,24692.04,Western
1601,2025-02-23,Nairobi,84402,46,Female,Savings,Deposit,Mobile,163956.03,987932.71,Central
1602,2025-03-06,Mombasa,73512,52,Female,Savings,Transfer,Branch,63168.7,78624.33,Central
1603,2025-08-22,Nairobi,18888,24,Female,Current,Deposit,Branch,169145.4,446881.49,Coast
1604,2025-01-27,Nakuru,67712,35,Female,Current,Withdrawal,Mobile,27049.87,600410.04,Rift Valley
1605,2025-05-09,Kisumu,35995,21,Male,Savings,Loan Repayment,Branch,195942.55,614110.21,Coast
1606,2025-04-10,Mombasa,51914,33,Male,Current,Withdrawal,Internet,84278.65,942043.54,Central
1607,2025-06-07,Nakuru,19193,62,Female,Current,Deposit,Branch,113227.74,615093.91,Rift Valley
1608,2025-08-08,Eldoret,63946,56,Female,Current,Loan Repayment,ATM,78018.59,171332.1,Coast
1609,2025-01-04,Kisumu,79428,21,Male,Current,Transfer,Branch,173387.69,322752.32,Western
1610,2025-01-03,Kisumu,42004,70,Male,Current,Deposit,Mobile,106256.73,627397.37,Central
1611,2025-03-31,Nakuru,82354,27,Female,Savings,Bill Payment,Branch,149080.74,939532.68,Coast
1612,2025-09-18,Eldoret,58187,50,Female,Savings,Transfer,Branch,164204.69,531380.62,Rift Valley
1613,2025-04-10,Eldoret,50681,60,Female,Current,Loan Repayment,Branch,105628.67,110950.3,Western
1614,2025-02-04,Nakuru,94988,64,Female,Current,Bill Payment,ATM,1195.25,591451.91,Coast
1615,2025-05-11,Mombasa,30456,31,Male,Current,Loan Repayment,Internet,46368.76,647653.87,Central
1616,2025-12-12,Mombasa,88824,73,Male,Savings,Bill Payment,ATM,188139.53,961404.98,Coast
1617,2025-04-19,Nairobi,90504,69,Female,Current,Bill Payment,Mobile,28622.64,588029.64,Coast
1618,2025-07-18,Nairobi,23462,31,Female,Current,Transfer,ATM,147659.3,229313.55,Western
1619,2025-03-27,Mombasa,35718,29,Male,Current,Loan Repayment,ATM,114146.15,349473.33,Rift Valley
1620,2025-05-02,Eldoret,60684,40,Female,Current,Loan Repayment,Mobile,199767.19,665354.41,Rift Valley
1621,2025-01-27,Kisumu,30216,39,Female,Savings,Bill Payment,ATM,44251.55,915030.86,Coast
1622,2025-08-08,Eldoret,40335,42,Female,Savings,Deposit,Branch,95254.43,33365.58,Central
1623,2025-12-09,Nakuru,10362,43,Female,Current,Deposit,Branch,197663.84,387604.17,Coast
1624,2025-04-25,Nairobi,74357,45,Male,Savings,Deposit,ATM,38832.1,631387.77,Western
1625,2025-03-31,Mombasa,27939,35,Female,Current,Withdrawal,Internet,20884.47,846052.16,Central
1626,2025-04-13,Nairobi,86632,52,Female,Savings,Loan Repayment,Branch,108000.06,817023.63,Coast
1627,2025-02-24,Eldoret,85147,24,Female,Savings,Bill Payment,Internet,155229.12,380392.65,Coast
1628,2025-11-20,Nairobi,77136,75,Male,Current,Bill Payment,Internet,75917.53,436417.72,Western
1629,2025-07-09,Nairobi,30460,34,Male,Current,Deposit,Mobile,83429.43,139118.81,Western
1630,2025-06-07,Nairobi,17507,73,Female,Current,Withdrawal,ATM,34810.63,459369.33,Western
1631,2025-08-15,Nairobi,79323,68,Female,Savings,Bill Payment,Mobile,114681.65,395258.79,Western
1632,2025-10-09,Eldoret,79475,67,Male,Current,Bill Payment,Mobile,176220.64,323421.74,Western
1633,2025-05-23,Eldoret,60047,33,Female,Savings,Deposit,ATM,50397.58,236257.41,Central
1634,2025-10-09,Eldoret,91366,70,Female,Savings,Withdrawal,Mobile,118215.55,902291.2,Western
1635,2025-11-03,Nairobi,51415,56,Female,Savings,Deposit,Mobile,21354.42,413824.65,Western
1636,2025-04-28,Kisumu,30758,54,Male,Savings,Withdrawal,ATM,87687.22,954250.5,Central
1637,2025-11-30,,77617,27,Male,Savings,Transfer,Internet,16615.92,348837.87,Rift Valley
1638,2025-11-27,Nairobi,34963,71,Male,Current,Loan Repayment,Internet,154250.68,677155.64,Central
1639,2025-02-05,Kisumu,79333,71,Male,Savings,Bill Payment,Mobile,116218.43,758297.6,Central
1640,2025-06-29,Nairobi,53710,46,Female,Savings,Deposit,Mobile,128451.92,491514.17,Central
1641,2025-06-16,Eldoret,11843,67,Female,Savings,Withdrawal,Branch,160396.38,281017.09,Central
1642,2025-12-11,Eldoret,20910,58,Male,Savings,Withdrawal,Mobile,108715.53,405601.5,Rift Valley
1643,2025-04-26,Eldoret,73976,21,Male,Savings,Deposit,Mobile,149802.21,462564.92,Coast
1644,2025-07-19,Eldoret,83298,25,Male,Current,Withdrawal,Mobile,31211.19,224014.14,Western
1645,2025-08-11,Mombasa,40465,35,Female,Savings,Withdrawal,Internet,174084.52,49629.82,Rift Valley
1646,2025-07-10,Nairobi,89693,25,Female,Current,Loan Repayment,Internet,153308.25,5563.13,Coast
1647,2025-08-26,Mombasa,55004,25,Male,Current,Withdrawal,ATM,164775.4,670083.1,Western
1648,2025-10-17,Eldoret,75556,56,Female,Savings,Deposit,Mobile,27963.12,664196.56,Western
1649,2025-06-18,Nakuru,57122,67,Male,Savings,Bill Payment,Mobile,7528.82,542604.98,Central
1650,2025-08-24,Mombasa,31687,28,Male,Savings,Bill Payment,Internet,65723.89,488490.5,Western
1651,2025-09-10,Mombasa,15032,51,Female,Current,Loan Repayment,Branch,6838.04,169112.34,Western
1652,2025-10-22,Kisumu,33435,37,Male,Current,Bill Payment,Branch,99583.61,5463.02,Rift Valley
1653,2025-08-27,Mombasa,47124,54,Female,Current,Loan Repayment,Internet,85404.26,203111.16,Central
1654,2025-01-14,Kisumu,49808,48,Male,Current,Bill Payment,Mobile,117578.86,223778.85,Central
1655,2025-05-23,Kisumu,12541,57,Female,Current,Loan Repayment,Internet,197920.56,771005.41,Central
1656,2025-11-02,Kisumu,38274,45,Male,Current,Deposit,Branch,86359.34,102441.04,Rift Valley
1657,2025-08-31,Eldoret,49818,32,Female,Current,Withdrawal,ATM,14972.38,850730.57,Central
1658,2025-02-03,Nakuru,44030,46,Male,Current,Bill Payment,Mobile,135826.41,85702.82,Rift Valley
1659,2025-09-04,Mombasa,27103,73,Female,Current,Bill Payment,Mobile,190654.7,327259.99,Central
1660,2025-01-17,Eldoret,72061,27,Male,Savings,Transfer,Internet,121422.72,287787.47,Rift Valley
1661,2025-12-20,Nairobi,25036,74,Male,Savings,Loan Repayment,Branch,103542.69,665662.39,Coast
1662,2025-02-22,Nairobi,32764,23,Female,Savings,Transfer,Branch,31392.93,962099.51,Western
1663,2025-06-06,Eldoret,38235,62,Female,Savings,Bill Payment,Internet,15103.88,741789.19,Western
1664,2025-09-17,Mombasa,48922,52,Female,Current,Loan Repayment,Internet,84220.54,44735.85,Rift Valley
1665,2025-07-30,Kisumu,23692,73,Female,Current,Bill Payment,ATM,27816.26,32983.3,Central
1666,2025-10-29,Kisumu,56925,38,Female,Savings,Loan Repayment,Mobile,106586.61,532910.9,Coast
1667,2025-09-28,Kisumu,33107,19,Female,Current,Bill Payment,Branch,27306.54,308706.87,Western
1668,2025-01-12,Eldoret,82985,28,Female,Current,Bill Payment,Branch,73168.8,71485.69,Rift Valley
1669,2025-06-26,Kisumu,82854,22,Male,Current,Transfer,Branch,114656.66,637900.34,Western
1670,2025-11-08,Eldoret,44397,24,Male,Savings,Transfer,ATM,170762.16,139323.86,Central
1671,2025-05-21,Eldoret,44287,23,Female,Savings,Bill Payment,Branch,45714.39,84186.62,Rift Valley
1672,2025-07-08,Mombasa,88581,69,Male,Savings,Withdrawal,Internet,63227.14,422975.75,Coast
1673,2025-09-10,Eldoret,44726,55,Male,Current,Loan Repayment,Mobile,46391.98,625639.04,Central
1674,2025-06-14,Nakuru,48687,39,Male,Savings,Bill Payment,Internet,105390.99,234113.84,Central
1675,2025-01-24,Eldoret,49717,34,Male,Current,Bill Payment,ATM,69817.83,676537.47,Western
1676,2025-02-25,Kisumu,37673,47,Female,Current,Bill Payment,Mobile,182904.74,347807.39,Western
1677,2025-07-05,Nakuru,30600,71,Male,Savings,Loan Repayment,Branch,28995.06,774686.03,Coast
1678,2025-05-30,Mombasa,14441,42,Male,Current,Transfer,Mobile,172276.75,277815.65,Western
1679,2025-06-02,Nakuru,51893,38,Male,Savings,Transfer,Internet,80113.57,432000.87,Rift Valley
1680,2025-12-25,Mombasa,30282,48,Female,Savings,Withdrawal,ATM,66958.61,374321.93,Rift Valley
1681,2025-08-24,Eldoret,81933,68,Male,Current,Withdrawal,ATM,119410.03,34450.43,Western
1682,2025-09-17,Kisumu,86277,39,Male,Savings,Withdrawal,Branch,177976.51,737110.97,Central
1683,2025-02-03,Kisumu,74849,66,Male,Savings,Loan Repayment,Internet,67222.26,449040.29,Western
1684,2025-04-22,Mombasa,44972,55,Female,Savings,Transfer,Mobile,131352.63,926149.87,Central
1685,2025-10-25,Kisumu,76794,49,Female,Current,Loan Repayment,Mobile,82910.65,977971.84,Rift Valley
1686,2025-05-25,Mombasa,18309,30,Female,Current,Transfer,Internet,19492.26,681366.49,Coast
1687,2025-04-30,Kisumu,77774,61,Female,Current,Withdrawal,ATM,7825.9,223392.08,Central
1688,2025-05-10,Eldoret,11910,63,Female,Savings,Withdrawal,ATM,40795.54,912512.22,Central
1689,2025-08-30,Eldoret,96988,33,Male,Savings,Transfer,ATM,128270.74,343554.47,Rift Valley
1690,2025-05-11,Nakuru,46962,32,Female,Savings,Transfer,ATM,121095.52,809969.29,Central
1691,2025-09-18,Kisumu,70249,47,Female,Savings,Bill Payment,Internet,73788.38,158318.1,Coast
1692,2025-09-21,Mombasa,76607,27,Female,Savings,Loan Repayment,Internet,88790.61,401373.98,Rift Valley
1693,2025-01-23,Nakuru,49829,42,Male,Current,Deposit,Mobile,62779.57,176505.88,Coast
1694,2025-03-27,Eldoret,83775,64,Male,Savings,Loan Repayment,Branch,57716.32,948278.2,Rift Valley
1695,2025-08-24,Mombasa,53906,52,Male,Savings,Deposit,Internet,99357.09,716860.26,Western
1696,2025-06-09,Kisumu,43945,64,Male,Current,Bill Payment,Internet,1992.54,376784.54,Western
1697,2025-08-09,Eldoret,79515,56,Male,Savings,Loan Repayment,Branch,169371.14,126569.34,Central
1698,2025-10-07,Eldoret,82226,57,Female,Current,Deposit,Mobile,148599.81,987212.78,Central
1699,2025-12-21,Eldoret,39998,32,Female,Savings,Withdrawal,Mobile,1065.01,68228.47,Western
1700,2025-12-12,Nakuru,68180,19,Male,Savings,Transfer,Mobile,128065.02,387861.91,Rift Valley
1701,2025-02-19,Kisumu,70736,32,Male,Savings,Bill Payment,Branch,94204.24,79259.17,Central
1702,2025-06-27,Kisumu,21641,69,Male,Current,Bill Payment,Internet,123834.74,190864.98,Rift Valley
1703,2025-09-02,Nairobi,98400,46,Female,Savings,Bill Payment,Mobile,7525.15,418527.73,Central
1704,2025-12-19,Eldoret,15287,72,Female,Savings,Transfer,Internet,4122.95,241557.42,Western
1705,2025-10-21,Nairobi,16264,29,Male,Current,Deposit,Mobile,181992.27,349914.49,Rift Valley
1706,2025-02-10,Nakuru,77591,62,Female,Savings,Loan Repayment,Internet,6185.06,113865.38,Rift Valley
1707,2025-06-18,Nakuru,99342,48,Female,Current,Bill Payment,ATM,176976.42,105890.33,Western
1708,2025-08-15,Nairobi,82475,19,Male,Current,Transfer,Mobile,18844.61,835904.36,Coast
1709,2025-08-02,Mombasa,84525,65,Female,Current,Bill Payment,ATM,14758.54,983729.04,Central
1710,2025-02-21,Mombasa,17884,29,Male,Savings,Withdrawal,Mobile,43770.63,243001.93,Western
1711,2025-05-02,Eldoret,60103,65,Male,Savings,Withdrawal,Mobile,110337.93,396478.94,Central
1712,2025-03-07,Kisumu,39164,23,Male,Savings,Loan Repayment,Internet,123832.56,183071.0,Rift Valley
1713,2025-04-29,Mombasa,38913,65,Female,Savings,Deposit,Internet,139648.41,458832.13,Coast
1714,2025-11-02,Mombasa,41481,51,Female,Current,Bill Payment,Mobile,177710.54,681030.6,Coast
1715,2025-06-30,Eldoret,19825,46,Female,Savings,Bill Payment,Internet,79498.56,883786.4,Western
1716,2025-07-11,Nakuru,55880,23,Female,Savings,Withdrawal,ATM,174871.32,581252.83,Western
1717,2025-04-18,Kisumu,38425,38,Male,Savings,Withdrawal,Internet,47996.4,931013.61,Central
1718,2025-02-28,Nakuru,75448,23,Male,Savings,Withdrawal,Branch,124664.5,548686.73,Western
1719,2025-08-02,Nairobi,40330,54,Male,Current,Loan Repayment,Internet,193699.36,692041.11,Coast
1720,2025-07-25,Eldoret,51187,26,Female,Current,Transfer,Branch,134684.75,987941.89,Western
1721,2025-04-19,Mombasa,16380,31,Female,Savings,Bill Payment,Branch,153311.57,291164.94,Rift Valley
1722,2025-01-09,Eldoret,63709,19,Female,Current,Withdrawal,ATM,135532.45,742922.43,Coast
1723,2025-08-04,Mombasa,39156,28,Female,Savings,Bill Payment,Mobile,130677.18,869023.15,Central
1724,2025-10-12,Nakuru,90305,45,Male,Savings,Deposit,Branch,108825.49,430277.26,Western
1725,2025-04-29,Kisumu,43009,25,Male,Savings,Bill Payment,Mobile,153923.82,164565.18,Rift Valley
1726,2025-09-06,Nairobi,35674,24,Female,Current,Withdrawal,Internet,107699.25,919334.72,Coast
1727,2025-03-20,Eldoret,58375,73,Male,Savings,Withdrawal,Branch,16512.49,492633.12,Central
1728,2025-05-15,Mombasa,42385,19,Male,Savings,Withdrawal,Branch,171146.75,340838.92,Western
1729,2025-08-26,Kisumu,35192,45,Male,Current,Withdrawal,Mobile,115979.32,927343.17,Western
1730,2025-03-27,Mombasa,46798,69,Male,Savings,Transfer,ATM,135658.6,982013.37,Coast
1731,2025-09-09,Eldoret,78955,36,Male,Current,Withdrawal,Branch,165206.62,728745.86,Rift Valley
1732,2025-12-10,Eldoret,56331,68,Male,Current,Withdrawal,Branch,87621.54,762441.04,Central
1733,2025-11-22,Nairobi,93499,53,Female,Current,Bill Payment,ATM,98031.47,508987.05,Coast
1734,2025-08-06,Mombasa,81511,73,Male,Current,Deposit,ATM,135547.07,990291.89,Rift Valley
1735,2025-12-11,Kisumu,11171,49,Male,Savings,Loan Repayment,Branch,193339.53,315839.65,Central
1736,2025-08-25,Kisumu,81144,69,Male,Savings,Deposit,Branch,178848.08,672624.27,Rift Valley
1737,2025-10-15,Kisumu,55353,43,Male,Savings,Transfer,Branch,195904.46,467025.57,Rift Valley
1738,2025-04-29,Eldoret,96033,22,Female,Current,Loan Repayment,Mobile,33092.06,435065.63,Western
1739,2025-10-26,Eldoret,41210,24,Female,Savings,Transfer,Branch,98141.14,914672.01,Central
1740,2025-01-12,Eldoret,55986,34,Female,Current,Loan Repayment,Internet,33389.21,898841.65,Coast
1741,2025-01-21,Kisumu,43094,37,Female,Current,Withdrawal,Internet,38915.9,280196.78,Central
1742,2025-04-30,Eldoret,58353,22,Female,Current,Bill Payment,Internet,100499.93,888621.5,Central
1743,2025-07-12,Mombasa,29856,62,Male,Savings,Loan Repayment,ATM,175231.75,339703.47,Western
1744,2025-01-09,,68167,41,Male,Current,Bill Payment,Mobile,152829.53,869879.07,Coast
1745,2025-02-17,Nairobi,96918,62,Male,Current,Transfer,ATM,171378.78,521457.36,Rift Valley
1746,2025-04-22,Kisumu,83751,51,Female,Current,Withdrawal,Mobile,128840.89,224466.29,Rift Valley
1747,2025-06-14,Mombasa,39070,42,Female,Current,Transfer,Mobile,105484.02,721865.05,Central
1748,2025-10-15,Eldoret,67951,41,Male,Savings,Transfer,Mobile,132390.14,347381.26,Rift Valley
1749,2025-10-08,Nairobi,94722,56,Female,Current,Withdrawal,ATM,29065.2,900098.65,Coast
1750,2025-02-02,Mombasa,25656,28,Male,Current,Transfer,Internet,39110.71,473606.05,Western
1751,2025-07-27,Kisumu,35218,26,Female,Current,Bill Payment,Mobile,193459.69,348475.14,Rift Valley
1752,2025-03-24,Kisumu,49042,66,Female,Current,Transfer,ATM,61133.63,773985.12,Central
1753,2025-10-17,Eldoret,85151,44,Female,Savings,Withdrawal,Internet,122869.63,662081.75,Coast
1754,2025-02-06,Mombasa,15886,52,Male,Savings,Bill Payment,Mobile,47448.96,880118.49,Coast
1755,2025-12-17,Nakuru,27568,22,Male,Current,Withdrawal,Mobile,186476.9,964499.15,Western
1756,2025-11-30,Nairobi,70352,62,Female,Current,Transfer,ATM,161221.43,552942.16,Western
1757,2025-12-30,Nakuru,89875,70,Male,Current,Deposit,Mobile,96390.38,904247.89,Rift Valley
1758,2025-06-23,Mombasa,79610,59,Male,Savings,Transfer,Mobile,33385.51,870576.1,Coast
1759,2025-05-27,Mombasa,19777,56,Female,Current,Transfer,Branch,78753.45,307193.85,Rift Valley
1760,2025-01-18,Kisumu,15150,43,Male,Current,Loan Repayment,Internet,94177.0,782353.16,Western
1761,2025-02-17,Kisumu,62362,44,Female,Current,Loan Repayment,Mobile,43192.34,254999.37,Coast
1762,2025-10-04,Eldoret,96919,35,Female,Savings,Withdrawal,Mobile,108878.74,282125.74,Coast
1763,2025-11-25,Nairobi,26887,26,Male,Savings,Loan Repayment,ATM,139388.16,823327.08,Central
1764,2025-07-04,Kisumu,45066,62,Female,Current,Deposit,Branch,137395.4,516050.95,Western
1765,2025-01-23,Mombasa,93167,48,Male,Current,Loan Repayment,ATM,172454.91,660709.61,Western
1766,2025-05-03,Nakuru,81846,22,Female,Savings,Bill Payment,ATM,110797.64,612822.36,Central
1767,2025-05-09,Mombasa,37651,40,Female,Savings,Bill Payment,Mobile,146894.18,812584.4,Western
1768,2025-12-09,Kisumu,18220,51,Female,Current,Transfer,Internet,95450.22,158955.28,Rift Valley
1769,2025-06-28,Nairobi,33389,68,Female,Savings,Withdrawal,ATM,52830.39,304032.44,Central
1770,2025-03-19,Mombasa,77599,31,Female,Current,Withdrawal,ATM,123024.74,582099.4,Coast
1771,2025-11-14,Nairobi,79444,74,Male,Current,Transfer,Mobile,37782.94,844656.21,Western
1772,2025-05-21,Nairobi,57106,70,Female,Savings,Loan Repayment,Branch,153692.47,315360.98,Western
1773,2025-08-17,Eldoret,44601,54,Male,Current,Loan Repayment,Internet,56441.06,308093.99,Coast
1774,2025-03-28,Kisumu,12933,47,Male,Savings,Loan Repayment,Branch,47033.98,452130.64,Coast
1775,2025-02-20,Eldoret,95776,61,Male,Current,Transfer,Branch,157352.32,308312.85,Western
1776,2025-12-28,Mombasa,63785,43,Female,Savings,Withdrawal,Mobile,176393.4,931877.24,Western
1777,2025-04-10,Kisumu,20791,44,Female,Current,Loan Repayment,ATM,167419.29,649475.04,Rift Valley
1778,2025-12-11,Eldoret,80049,33,Female,Current,Loan Repayment,Mobile,141378.94,323929.97,Central
1779,2025-01-29,Mombasa,15983,53,Male,Savings,Bill Payment,ATM,147839.79,241259.96,Rift Valley
1780,2025-03-13,Mombasa,54272,31,Male,Current,Withdrawal,Internet,158897.25,681471.53,Rift Valley
1781,2025-07-06,Eldoret,29178,30,Female,Current,Deposit,Mobile,192293.37,341180.04,Rift Valley
1782,2025-08-16,Kisumu,81393,48,Female,Current,Bill Payment,Branch,28126.0,952331.05,Coast
1783,2025-07-17,Nakuru,15201,39,Male,Current,Transfer,Internet,104039.6,542320.01,Western
1784,2025-02-23,Mombasa,96026,45,Female,Current,Deposit,Branch,23456.39,228757.35,Western
1785,2025-12-10,Nairobi,80465,42,Female,Savings,Bill Payment,ATM,1237.67,691016.36,Coast
1786,2025-10-23,Nakuru,69745,47,Female,Current,Bill Payment,Mobile,35914.74,465912.67,Western
1787,2025-05-06,Nakuru,96360,33,Female,Current,Withdrawal,ATM,176988.25,493151.0,Rift Valley
1788,2025-01-05,Nairobi,77200,45,Male,Current,Withdrawal,Branch,34795.07,527332.23,Coast
